comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C004308,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,KCR nivi Anni dongaa mataalu dongaa buddulu,,,,
C004310,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Enda dei... Rajiniya nondaama ungalaaala irukka mudiyaathaada,,,,
C004322,Wrong,Safe,"mild/neutral comment, no insult",Offensive,MONSTER_KANNADA nim Amman kalsu thoristhini,,,,
C004323,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Parthasarathi ಮುಕುಳಿ ಮುಚ್ಚಿಕೊಂಡು ಸೈಡ್ ಅಲ್ಲಿ ಇರು... ಇದು ಗಂಡಸ್ರ ವಿಶ್ಯ ಬಳೆಗಾರು ಎಲ್ಲಿ ಎಲ್ಲ ಬಾರೋ ಹಾಗಿಲ್ಲ ಬೇವರ್ಸಿ ಮುಂಡೆ,,,,
C004326,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,మిస్ యు అప్పు సర్ నిజమైన రియల్ హీరో మీరు,,,,
C004329,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,samskaaravantamaina bhasha samskaaram laeni bhasha ee rendu prajalu gamanistunnaru raajakeeyamlo unna evarainaa vaaru matladutu theeru paina untundi vaari bhavishyattu ilah boothulu matlade vaisipi tarapuna vakalta mea kaina siggu anipiste ledhaa party nunchi oka manchi samskaaravantulu medhaavulu unnaaru vaari nee pettukondi raa veerini chustunte oka melujati gede mariyu oka kanchara gaadidanu chusinatlu undhi,,,,
C004332,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,இதில் என்ன. சமத்துவ நீதியிருக்கு இதுவல்லாம் ஒரு படமா? ????,,,,
C004333,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,match gadida modda ayindhi .,\bgadida,,,
C004335,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide.,,,,
C004336,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Rajini ungalukku komali ya theriyurara nanba, , , , tamil cinema valanthadhukku avarum oru karanam ..... but evvalavu padam nadichurupparu Rajini sir....avaroda saga nadikarakuda keli pannadhu illa. Unmaiyila neenga than komali. ....",,,,
C004341,Correct,,vulgar/rude insult present,Offensive,Shaktiman madri next comedy punda aga poren sakadai kelavan,\bpunda,,,
C004345,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,bass of maas chiranjeevi gaariki puttina roeju subhaakaankshalu,,,,
C004347,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nee mothurathu enkitta illa..eman kitta..mass mass,,,,
C004348,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,radhakrishna gaariki dhoola teerindi nabhuto naa bhavishyat,,,,
C004352,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Friends un like Madirooru mostly daggr fanz erbeku alaava,,,,
C004353,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Adhu epdi டா ungakitta panam iruku panam இல்லாதவங்க உங்க ponna கல்யாணம் panni பணகாரkala aagurangala olmari punda ஜாதி verila படம் punda eduka adha avlo உன் koodhila kolupu இருந்த அந்த ஜாதிக்காரன் மட்டும் படம் pakkanum ட்ரைலர் பாக்கணும்னு recoment pannuda pundamavane எல்லாரும் thevidiya பசங்க dhana,\bpunda,,,
C004360,Wrong,Safe,"mild/neutral comment, no insult",Offensive,lyooo THALA nee dhana OMG luv u a. lot thala,,,,
C004361,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennamo Avengers endgame ku aparam vijay sethupathi ah vae pudikala...,,,,
C004363,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Rajini ah vachu seiranga pa. Ipo comedy piece rajini than Real comali Rajini fans,,,,
C004366,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Kohli mundu aata kante attitude meeda focus cheyyali, greedy fellow. Vadito manchi ga vunte team lo chance istadu.",,,,
C004370,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Vadoka lucha gadu vadiki jagan party ne correct,,,,
C004374,Correct,,vulgar/rude insult present,Offensive,உச்சத்தல இருக்கர ஒரருத்தர நக்கி பொளப்பு நடத்தற நாய்கள் இவனுக..,நாய்,,,
C004375,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Enna ba Netflix web series maari feel aaguthu ...,,,,
C004379,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Padam paathutu thirumba trailer paka vanthavanga hit like here,,,,
C004387,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Sarkaaraavathu maiyuraavathu ngkdaaaaa selvaadaaa yuvan daaaa suryaadaaaaa,,,,
C004392,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"அட அரை மென்டல் s உங்களா 4000000 பெரியார், பாரதியார், Ambedkar வந்தாலும் திருத்த முடியாது",,,,
C004393,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Parthasarathi ರಂಡಿ,,,,
C004394,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ledhu daddy meere important ani cinema loki vachesta,,,,
C004399,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dai vijay fans podicha like podu illana modikitu po,,,,
C004409,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Kuruma, next ne kunjith a ready panu... avan matum tan chola perarasu kae saval viduvan. Epad epadlamo sentiments vaekraenga ana enamo oru padathula kuda kuruma group's relaxation pathe pesurathu ila. Enamo therla. Kunjith ta viteru, draupati flim ku revenge yeduthervan.",,,,
C004410,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,eee yevudra veedu andamgaa unnav antunnadu akka antunnadu,,,,
C004411,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Vivagam part 2 trailer mathri irkuu,,,,
C004413,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,sia vinadaniki notlo motham petta vuntau padutadhi,,,,
C004419,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,கழக தொன்டர்களே இந்த படம் வெளிய வரகுடாது,,,,
C004422,Wrong,Safe,"mild/neutral comment, no insult",Offensive,indha BGM erkanave Hollywood la irukku,,,,
C004424,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Unlike means Stomach Burns Over loads... Saavunga da Haters...,,,,
C004426,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Frist vaani bayattaku dhegemanu,,,,
C004431,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,chesina tappa key paschaattaapam padevaadini devudu kacchitamgaa kshamistaadu,,,,
C004432,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ee country lo evaru ekkadikaina vellacchu ex minister adhi thelusuko Mundhu. Neeku mind dobbinatluvundhi ministry pongane,,,,
C004434,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ayyo rama idhenna dance adhuku mela keerthi ya paaka mudiala. Looks weird,,,,
C004435,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"இது அநாகரீகம், கோடிக்கணக்கான ரசிகர்களையும் தொண்டர்களையும் கொண்டிருக்கும் வாழும் மகான் திரு ரஜினிகாந்த் அவர்களை கொச்சைப்படுத்திருப்பது கண்டிக்கதக்கது.அந்த குறிப்பிட்ட காட்சியை நீக்கவேண்டும்.",,,,
C004437,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Karumam Maari irukku Ajith oda dialogue delivery,,,,
C004444,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Remake ಮಾಡಿ hit ಕೊಡೊಕೆ ಇದು 2010 ಅಲ್ಲ.n2020 Swamake ಮಾಡಿ ಖಂಡಿತ hit ಕೊಡುತ್ತೆ.nಗೆಳೆಯ ಅಂತ ಸಿನಿಮಾಗಳು ಮಾಡಿ,,,,
C004446,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nimge istu sullu heloke Hege manasu barutte,,,,
C004447,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Asallu emi undi ra swamy jathi rathnallu ... sollu Comedy. Malli part two ante anthe Katha...Janelle chachipotharu,,,,
C004451,Correct,,vulgar/rude insult present,Offensive,Stupid Fans dagar yaru nin Amma na,\bstupid\b,,,
C004458,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అప్పట్లో dirctors కి కంటెంట్ రైటర్స్ కి ఉన్న హ్యూమర్ సైన్స్ ఇప్పుడు ఎవరికీ లేదు,,,,
C004463,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,nuvvu poyyi modi modda cheku mms oka great econmist ani prapamcham anukondhi antanu lekunte india ledhu,\bmodda,,,
C004467,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Konni love stories lo love express cheyyataniki muddu pettukovalsina avasaram undadu,,,,
C004468,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,meeru ilaage prasaantamgaa rajakeeyaalu cheyyandi anna,,,,
C004473,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Suriya Anna Mass ..... No.1 Trailer In Your Career ... Semma Mass ...*Thalapathy and Thala* ungalodu Munnadi Vellaki Aagamatunge.... Your Trending In India,,,,
C004475,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,19k views and 54k likes...!!! how's it possible!!,,,,
C004476,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yean pa kutti thambi intha vaati padam flop aagama paathuko. But kodutha kaasuku mattum Nadicha pothum. Over acting panni ae padatha flop pandra nee,,,,
C004479,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,babu gogineni hinduu mataanni baagaa chulakanaga matladutunnadu okkasari babugogineni tho raja sing tho live pettiste baavuntundi,,,,
C004483,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,రేవంత్ రెడ్డి గారు మీ ఒపికకు మీ సహనానికి చేతులు ఎత్తి మొక్కుతున్నాంఇప్పుడు ఉన్న పరిస్థితి లో మీరు చాలా గ్రేట్,,,,
C004485,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Prophet marry 6 year old aisha.,,,,
C004486,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఎవరిష్టం వారిది పనికిమాలిన చిట్కాలు వేస్ట్ మనిషి వెయ్యి సంవత్సరాలు బతకడు ముందు అది తెలుసుకోండి,,,,
C004492,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,baagaa cheppadu,,,,
C004499,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Parthasarathi ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ. ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು,,,,
C004502,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Technology nu sollidu ஏண்டா epadi காசா waste pandringa,,,,
C004503,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,badha badha directors andaruu manoj annatho cinema enduku teeyaru eppuduu mega family enaa fallowing unna hero laenaa jai manoju anna,,,,
C004506,Wrong,Safe,"mild/neutral comment, no insult",Offensive,P neev nodideera antha kelthiyallappa neenu,,,,
C004508,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,nee news nee over action kii dandam raa babu,,,,
C004511,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,దండాలయ్యా దండలయ్యా మాతోనే నువ్వు ఉండాలయ్య,,,,
C004516,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Pogaru karaabu song 383k like now,,,,
C004518,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ekkadiki potondi mana samskruti,,,,
C004525,Wrong,Safe,"mild/neutral comment, no insult",Offensive,worst hairstyle. looking like power star.,,,,
C004529,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,neenu eeroju movie chuudaalani adhi krishna janmashtami roeju aa krushnudu decide chesinatlu unnaadu eeroju movie chuudataaniki veltunna,,,,
C004532,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Kaapaan vaipu kidaicha thiruppi pottu oppan !,,,,
C004533,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Evanda athu unlike podrathu....... Rasana kettavaingalaa,,,,
C004534,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,vaalluu elaa unte manaku enduku vaalla sontavisaayalu,,,,
C004545,Correct,,vulgar/rude insult present,Offensive,Ithae thalapathy padam trailer la aatchi varum nu sonna ella pundaigalum arasiyal panraru oomburaru nu solla vendiyathu silly fools,\bpunda,,,
C004547,Wrong,Safe,"mild/neutral comment, no insult",Offensive,tom and jerry ethinna kallum kollam...,,,,
C004552,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Surya annan uyirr & karthi annan chank,,,,
C004555,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,salaam perojubayyaachaala dhairyam meeku aadevudu mimmalni kapadali jaihind,,,,
C004558,Wrong,Safe,"mild/neutral comment, no insult",Offensive,That vijay smile... Rajini sir kudos,,,,
C004561,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Bayata fans ni rechagottedhi ee chillar galle,,,,
C004563,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,jennifer aniston nuvvu andari gudda nakutavu,\bgudda\b,,,
C004567,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,eesaari yea paarteeki ammudupotaro pawan kalyan garu chuddam,,,,
C004570,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku,,,,
C004572,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Myskin movie naale konjam pshyco maari iruku intha movie name vera pshyco enaa aaga pothoo,,,,
C004573,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,I miss SURIYA in NER KONDA PARVAI,,,,
C004590,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఫ్యాక్షన్ చరిత్ర ఉన్నవాడిని ఎన్నుకొంటే ఇలాగే ఉంటుంది.,,,,
C004600,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Maku commen sense undaa banda edava ,anni ardam avthunai miku ardam avudi election ina tharwatha",,,,
C004603,Wrong,Safe,"mild/neutral comment, no insult",Offensive,MONSTER_KANNADA bari nim amma matra kodadu yakadre nim amma hutt dagar adikke nin na hetirodh,,,,
C004610,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,KCR Vi Anni Commission Padhakaale Kaaleswaram Praject KCR Ku ATM Kaaleswaram Praject Etthipothala Padhakam Kaadhu Thippipothala Padhakam Raithu Bandhu Raabandhula Bandhu Vandhala Ekaraalu Unnavaariki Raithu Bandhu Esthunnaadu KCR,,,,
C004612,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Trailer climaxla sootha thookiteengada dai. Padam hituda,,,,
C004620,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,0:40 அடங்குனா அடங்க கூடாது னு எங்க அண்ணா சொல்லி இருக்காரு (குருமா ) ஓத்தா நீ அடங்களே னா அடக்குவோம்.... மொத்த ஜாதியும் ஒண்ணா சேர்ந்து,,,,
C004625,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,பிழைக்கவும் ரஜினி..பிச்சை எடுக்கவும் ரஜினி பெயர்.. முகவரி தொலைத்த காணாமல் போனவர்கள் பிரபலமாக ஒரே வழி ரஜினி..ரஜினி..ரஜினி..,,,,
C004626,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ey pinky hey pinky hey pinky etla unavu me KCR etlaundu Time ki money biryani istunda,,,,
C004629,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,కొంచం తగిచు కొంటే బావుండు,,,,
C004631,Wrong,Safe,"mild/neutral comment, no insult",Offensive,nin yogyathege meeri mathgal aadbardu.,,,,
C004633,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Serial Mathiri irukku padam plappu than,,,,
C004635,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Antha energy guddhalo nundi vastundi,,,,
C004636,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Veedemma veedi lssge waste dhi,,,,
C004638,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Flop disaster film is on the way...nಇದ್ ಎನ್ ಸಾಂಗ್ ಕುಲವ ಗುರು ಡಬ್ಬ ಸಾಂಗ್,,,,
C004642,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,లుంగీ బాబా ఆశీర్వాదం,,,,
C004643,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,nijamaina pawan kalyan abimanike telustundi aa aanandam,,,,
C004645,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,amma neenga illatha time evalo asingamaa irukuu,,,,
C004649,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Who comes to see Rajini gajini kujini,,,,
C004663,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Taro sule Makalu who is dis like gandugalu super vedios,\bsule\b,,,
C004665,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఇప్పుడు వాళ్ల ను విమర్శిండానికి ఈ ప్రెస్ మీట్. ఇంకా ఏం లేదా. వాళ్ల కు బయ పడి ఈ ప్రెస్ మీట్. మోడీ వచ్చి ఎన్ని రోజులకు మోడీ పైన విమర్శలు. నువ్వు ఎన్ని చెప్పిన వినే రోజులు పోయాయి.,,,,
C004672,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Y anirudh... He is just useless,,,,
C004678,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"kannan- அட அறை கிருக்கா!!! பள்ளு இலக்கியம் பேசாலாமா???. வேளாளனுக்கு பள்ளன் அடிமை நுதாண்டே இருக்கு.. பேரூர் பள்ளு , செங்கோட்டு பள்ளு .. வரி எடுத்து இங்க போடவா பாடல் என்னோட?!?! அசிங்கப்படாத ஓடீறு பள்ள பயலே.. பள்ளனாம் மள்ளனாம் வேளாளனாம்.. அவன் அவன் அடையாளத்த தூக்கி புடிங்கடா கம்னாட்டிகளா...",,,,
C004679,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Krishnarao garu 2007 episode marichipoyara, viveka resighnation kcr bypole time enduku e dabba kaburulu",,,,
C004681,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,BGM KU tittle ku variation iruku,,,,
C004688,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Aree aadi entra ni balupu... Koncam siggu emaina unda,,,,
C004692,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yabba dei.. un movie laye idhan first eagerly waiting for this movie Enakum kovam dhan varudhu.. ne thala thalapathya kalaichuruka paravala agilaulagasuperstar mathri agama iruntha sari avan ipdi dhan thottaan kettan. 🤣🤣,,,,
C004695,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"10 நிமிசத்துல 7000 பேர் அன்லைக் செய்திருக்காங்க, நமக்கு ஒருவரை பிடிக்கலனா, அவங்க இருக்கற பக்கம் தலை வைத்து படுக்காதவன் தமிழன். தேடி போய் நீங்க நல்லால உங்கள் படம் நல்லால சொல்றது , பிழைப்பற்ற பொறாமைகாரர்களால் மட்டுமே சாத்தியம். எதிரியையும் ராத்திரி 12.00 மணிக்கு தனக்காக வெயிட் செய்ய வைத்து அவர்களை புலம்ப விடுவதில் வல்லவர் தான் நம் தல... தல போல வருமா",,,,
C004705,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఏ పని లేనొడు ఒక ఛానల్ ఓపెన్ చేయండి ఒక్క పార్టీ లేదా ఒక పర్సన్ ని ఎంచుకోండి స్టార్ట్ చేయండి 1or 2 years లో మంచి పాపులర్ అవుతారు,,,,
C004706,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Indha pongaluku marana kaatu katrom vaa thalaivaaaa...,,,,
C004707,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mohanlal Tamil Speak ---Very Bad Surya- Arya,,,,
C004713,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"hahahahahah enna karmam da ithu?????? vivegam , viswasam and now ner konda parvai back back flops for ajith kumar",,,,
C004719,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,pawan kalyan garu tammudu mohan babu anae sariki annaiah chiranjeevi garu chinnapillodila navvutunte entha entha andagaa unnado annaiah,,,,
C004722,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ரஜினி வேகாத மண்டையன்னும் டிரைலர் பார்த்துருப்பான்ல..🤣இத பார்த்து தொங்கிருடா ரசினி🤣,,,,
C004729,Correct,,vulgar/rude insult present,Offensive,Thu dabba movie sulemagand,\bthu+\b,,,
C004731,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Full clarity tho unnaru and correct ga chepparu movies lo fan following veru real life lo fan following veru,,,,
C004734,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Angeee ellam viswasam trailer parthaaa nambee ingee petta parpomm...,,,,
C004736,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Setty ಅಂಡರ್ಗ್ರೌಂಡ್ ಗೇ ಹೋಗು ಸಿಗ್ತಾರೆ ಮೆಜೆಸ್ಟಿಕ್ ಅಲ್ಲಿ ತುಲ್ಲೇ....,,,,
C004738,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,kadupuki annam tintunnava biryani tintunnavaaavhat aaa comedy dialogarial super,,,,
C004741,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mohanlal ah romba nalavan Maari kaatirukaanga..kandipa avan than villian ah irupan..,,,,
C004746,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ithula pesama komali vesam pottathuku pathila avanga APPA Stalin ah makeup podama nadika vachurukalaam,,,,
C004747,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Potta vijay Thevadiya paiya ava amma and ava fans amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan by surya anna big Rasigai,\bkoothi,,,
C004753,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mokka . Tamil industry uruppadama irukkarathey ajith and vijay nala dhan.,,,,
C004757,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nama ஒதிங்கி போரதாளதான் காசு இருக்கின்றதுனு அவன் அவன் கட்சி ஆரம்பிக்ரான்......,,,,
C004758,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yaaru Notice Panninga Edhu Night at the Museum Padathukum Endha Padathukum Konjam Link Varudhu,,,,
C004760,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,మీరు చాలా అదృష్టం వంతులు మీకు దేవుడు మంచి అన్నను తమ్ముడు ను ఇచ్చారు,,,,
C004764,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Yake avru uninstall madak hinde munde nodtidare andre. Avrige amount bartide ansutte tiktok enda,,,,
C004768,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Yen da Rajini Arasiyalukku Varuvanu Sonnadhe 2017 da,, Aana indha trailer la 2016 nu Solranga Adhukkum idhukkum Ennada Connection 🤬🤬🤬🤬🤬 Thalaivara Vachi Popularity Thedura Echaingale🥵",,,,
C004771,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Saaho has highest views than nerkonda paarvai.,,,,
C004777,Correct,,vulgar/rude insult present,Offensive,சாதிய பாக்காதிங்கடா நாய்களா? சாதிக்க பாருங்க.வாழ்க்கை ஒரு முறைமட்டும் தான் சந்தோஷமா வாழுங்கசாதிகள் இல்லையடி பாப்பாஒற்றுமையே உயர்வுக்கு வழி,நாய்,,,
C004780,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Epo solre ketuko evanavathu Gounder pullaigala nerunga nenachalum karavaruthuruve,,,,
C004786,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Copycat raja rakshith shetty,,,,
C004796,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,meeru cheppe topic walla upayogam chaalaa undhi,,,,
C004797,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Engala minja yevanum illa ambalaya iruntha nerala va by duraisingam,,,,
C004801,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Etho diwali ku release kelvipatten But october release nu potruku,,,,
C004806,Wrong,Safe,"mild/neutral comment, no insult",Offensive,vaitherichal pudicha vijay fans ellarayum serupala adikanum pangaaligala,,,,
C004808,Wrong,Safe,"mild/neutral comment, no insult",Offensive,46k haters yevlo Nala irundha kooda verukuravanga irukadha seiranga,,,,
C004809,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ. ಹೆಚ್ಚಾಯಿತಲ್ಲೋ,,,,
C004827,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,உரிமைகாக போராடுரவ பெயர் நக்ஸசல்னா தமிழ்நாட்டுல இருக்குர மக்களும் நக்ஸசல்தான்,,,,
C004831,Wrong,Safe,"mild/neutral comment, no insult",Offensive,: Enda Comment ah Padikka vanthiyaa : Scoll Pandravane Keluda,,,,
C004833,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Teaser maranamass. Lallettan and surya annan polichu teaser kandaal ariyaam padam Maranamass aanennu. Vijay fans veendum thanthayillaymayumaayi dislike adikkan erangiyittundu shame of all Vijay fans,,,,
C004834,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,orey nuvvu tress kii antaki ammudu poyavu raa niku anta echaaru raa tress party valli,,,,
C004835,Wrong,Safe,"mild/neutral comment, no insult",Offensive,இதைவிட ரஜினியை வேறு யாரும் கலாய்க்க முடியாது,,,,
C004836,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Nee komali than da ,potta en Thalivar mass da",,,,
C004838,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dei enra ithu 🤣 🤣,,,,
C004840,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,shiva anna nuvvu entha try chesina shay didint loose hear confidence and atitude,\bloose\b,,,
C004842,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Periyar silai ah odacha groups.. Comment Section la irukingala Avaru sinthanai yai yum sithanthatthaiyum yaralaiyum azhikka mudiyadhu,,,,
C004844,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Vadu em matladuthunnado eanna artham aithe. Kanisam telugu translator ni pettukovachuga. Telugu bashaki respect ivvaru BJP vallu,,,,
C004845,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Bairavaa padam Mari irukku but getup mattum change,,,,
C004846,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Why kannadigas not supporting kannada movies. .,,,,
