comment_id,language,category,comment,english_translation,rule_verdict
C020584,Roman Telugu,Hate Speech,Aa teskelli railway station counter lo padeyandi,,Safe
C020586,Roman Telugu,Hate Speech,japtalak suuraj chand rahega appa boy amar rahe gaa,,Safe
C020591,Tanglish,Hate Speech,ETURE EVAN VANTALUM METHISHTU PEYTE IRRUPEN.,,Safe
C020594,Roman Telugu,Hate Speech,ktr walla hyderabad baagaa develop ayindi jai ktr,,Safe
C020597,Telugu,Hate Speech,ఎవర్తిరా ఇది. దిష్టి బొమ్మకి గుద్దలేసినట్టుండాది.....,,Safe
C020600,Tanglish,Offensive,Neenga sariya vela seiyalana enga kudadhaandaa varuvalunga,,Safe
C020615,Roman Telugu,Hate Speech,bullitera jabardast kamalahasan getup sheenu sudheer laeni lotu evari teerchaleka potunnaru maaku miss u sudheer anna,,Safe
C020616,Tanglish,Hate Speech,Idhu selva raghavan film madhiri therila,,Safe
C020618,Tanglish,Offensive,Konjam over than superstar kalaichathu.. ena 2050 analum thalaivar araisiluku varaporthuella..,,Safe
C020619,Kannada,Offensive,Parthasarathi ನೀನು ರಂಡೆ,,Safe
C020623,Telugu,Hate Speech,నేను నమ్మను ఇదంతా సాధ్యం అయ్యే పని కాదు నీ స్క్రిప్టు వర్క్ కి జోహార్లు రా నాయన ఎంతో నమ్మసక్యంగ చెప్పావ్ సామి,,Safe
C020624,Tanglish,Offensive,Trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than,,Safe
C020627,Telugu,Hate Speech,వామ్మో సూపర్ చిట్టి thalli ఆక్షన్ కే ప్రాణం పోసెల అన్నవ్ రా mummy,,Safe
C020630,Telugu,Hate Speech,వీడు వితండవాదం చేస్తూ ఏదో తెలివైనవాడినని ఫీల్ అవుతుంటాడు,,Safe
C020632,Tanglish,Offensive,Ivan orru aalu yaella padathalaiyum bikeilanaa carotraan kannaadipottu scene poduthu pikaali,,Offensive
C020633,Tamil,Offensive,அப்ப 96 to 2016; வரைக்கும் ரஜினி அரசியலுக்கு வருவேன்னு தான் சொல்லிட்டு இருக்காரா,,Safe
C020634,Telugu,Hate Speech,నేను ఓపెనహార్ట్ విత్ RK తప్పక చూస్తుంటా. ఇంత దరిద్రపు ఇంటర్వ్యూ పెట్టకుండా వుండాల్సింది. తేనె పూసినకత్తి,,Safe
C020641,Kanglish,Offensive,Sir nanu thumba chikkavanu adru harsthini sir naa bhagavantha nimna haraisali,,Safe
C020642,Tamil,Offensive,ரஜினி கன்னடனை வச்சி செஞ்சிருக்கிய தரமான சம்பவம்.,,Safe
C020645,Roman Telugu,Hate Speech,Raju sir meeru Indian Army sir meeru,,Safe
C020647,Tanglish,Offensive,She looks like motu ( cartoon),,Safe
C020649,Kannada,Offensive,MONSTER_KANNADA ಯಾವ್ದೋ ಲೋಕಲ್ ಎಣ್ಣೆ ಕುಡಿದು,,Safe
C020650,Tanglish,Offensive,Beethoven music copy panna ilayaraja avar sonna mathiri aanmai ilathavoro.,,Safe
C020658,Tanglish,Offensive,Ivan orutha ...varushathuku oru padam eduthu thaaliya arukurann,,Safe
C020659,Tanglish,Offensive,Yo pandey nee ena ya panre🤦‍,,Safe
C020668,Tanglish,Hate Speech,"Very poor ..similar to singam 2 .., masala itmasala thts it",,Safe
C020669,Tanglish,Offensive,"RIP Headphone users. Ippadi Kathuvan nu Ethirpakule, Suriya2.0",,Safe
C020670,Roman Telugu,Hate Speech,anna bass mega star arcy 15 kii dance kii andariki punakam ravalla anna,,Safe
C020672,Roman Telugu,Hate Speech,india ann russia aar best friendly countries evaru dislike chesaro vaallu pock america nd china ollu,,Safe
C020674,Roman Telugu,Hate Speech,asalu nuvu kottavaallani baagaa support chestavu anna nee movies baagaa aadaali,,Safe
C020676,Tanglish,Hate Speech,Sappypathy Vijayamma bigilu ummpi get more dislikes .. targeted 500k dislikes,,Safe
C020678,Roman Telugu,Hate Speech,Porapatuna cinema bagaledu janalu raledu ante paristiti VijayIntlo padukovalsinde,,Safe
C020691,Roman Telugu,Hate Speech,hee bagunnara harsha saayi garu meku mea team members kii happy vinayaka chaviti,,Safe
C020694,Kanglish,Offensive,Alle Dum taka anta shoot madona AKM nalli🤣🤣🤣🤣,,Safe
C020696,Roman Telugu,Hate Speech,jagananasainyamphronchatla,,Safe
C020697,Tanglish,Hate Speech,Yen dislike 2.7 k theriyala but avaga lam 20k kids tha,,Safe
C020698,Roman Telugu,Hate Speech,anna mana laabham aadukundanna jai janasena jaihind,,Safe
C020699,Roman Telugu,Hate Speech,asal mamulga ledhu thaap awesome,,Safe
C020704,Tanglish,Hate Speech,"Prakash Raj sethuruvaru Avaga pasaga arrivind Samy, Arun Vijay, str elarum Yaru andha savuku karanamnu kandupudipaga Vijay sedhupathi um Idhula travel panuvaga kadasi Oru trust varum arrivind swamy tha kolapaniruparu",,Safe
C020719,Tanglish,Hate Speech,thala movie 100cr um varathu YouTube la like views um varathu............pavam aaaama kunjunga,,Safe
C020722,Telugu,Hate Speech,చాలా బాగా చెప్పారు గురువుగారు గొప్ప నాయకుడు పరిటాల రవన్న జోహార్ రవన్న,,Safe
C020728,Roman Telugu,Hate Speech,manalli yavadu raa apeddi,,Safe
C020731,Telugu,Hate Speech,సబితా ఇంద్రా రెడ్డికి నిజం గా అంత విలువ ఇచ్చినా పార్టీ మారడం నిజంగా నన్ను షాక్ కు గురిచేసింది.. కాంగ్రెస్ ని అందరూ మోసం చేశారు.. ఏదోఒక రోజు తగిన గుణపాఠం చెబుతారు ప్రజలే..!!,,Safe
C020732,Tamil,Offensive,ஆனா ஊனா அவன் அவன் அவனோட சாதி பெயர சொல்லி வாழ்த்துக்கள சொல்ல ஆரமிச்சிட்றான்..முதல்ல அத ஒழிங்க ல அப்றொம் எல்லாம் ஒழியும்..லூசு பயலுவ,,Hate Speech
C020741,Roman Telugu,Hate Speech,samanta acting maatram ichipadesindi thrill chestadi second half fantastic anthe,,Safe
C020746,Tanglish,Offensive,Wow super cool waiting la hey veri yerudhu hey..ana dislike panra komalinga dhan yarunu therila,,Offensive
C020750,Tanglish,Offensive,Adengappa 🤔🤔🤔 Verithanama illa irukku,,Offensive
C020754,Roman Telugu,Hate Speech,Ilaa sollu cheppi kaanichestunnadu..,,Safe
C020757,Roman Telugu,Hate Speech,Muddu scene avasaram emundi Valla love kanipistundi ga,,Safe
C020758,Tanglish,Offensive,Muttaal thanamaaa iruku..ithuku fan Vera ..thu thu,,Safe
C020764,Tanglish,Hate Speech,"2.06 ithu 96 sema,,Rajini pans thukkula thongiralam",,Safe
C020765,Roman Telugu,Hate Speech,Nuvu nijangane pichodivi,,Safe
C020766,Tanglish,Offensive,Ivanuke vera vela illa chumma hero nu sollitu comedy pannikittu,,Safe
C020773,Roman Telugu,Hate Speech,mea mano dhairyaniki mea samardhataku naa joharlu,,Safe
C020776,Tanglish,Hate Speech,"Ippo dhan theriyudhu pullingo Mela ellarum evlo gandula irukanganu,,anyway ellarum sendhadhuku nandri",,Offensive
C020778,Tanglish,Offensive,Elam ok ba aana stunt konjom realistic a vachirukalam adicha parakura maari illama !!!!!!,,Safe
C020783,Roman Telugu,Hate Speech,women ki respect ledhu malla vadu oka yogi malla ha modda cm kurchi lo vundhi,,Hate Speech
C020786,Tanglish,Offensive,indha teaser vandhathula irudhu Surya heaters munjila marana Bayam theriyuthu semnmmnaaaaaaa animals ellam orama pogeda,,Safe
C020789,Kanglish,Offensive,T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS,,Offensive
C020792,Kanglish,Offensive,Neen en medhavi Eno guldu,,Safe
C020797,Tamil,Hate Speech,பஞ்சமி நிலம் என்பது உண்மை யடி பாப்பா..... அதை திருடர் மு க கொள்ளை அடித்ததடி பாப்பா....,,Safe
C020803,Tanglish,Offensive,Dei Yappa munjha paarthu Sirichu Sirichu vayiru vazhikuthu 🤣,,Safe
C020804,Tamil,Hate Speech,என்ன bgm ல titan வாட்ச் music வருது,,Safe
C020805,Tanglish,Offensive,Bigil update vidura time la ...🤗trailer release panna paathiya ....,,Safe
C020808,Tanglish,Offensive,Pangaligala 1.5m likes target soninga enna aachu,,Safe
C020812,Roman Telugu,Hate Speech,modi thala vanchutaamu ani modi mundu thala vanchi vinnapam chestunnadu jagan,,Safe
C020818,Roman Telugu,Hate Speech,mea analysis very interesting real way listen maticulusly way appreciate you,,Safe
C020820,Roman Telugu,Hate Speech,acting chaalabaagundi my timing kanivandi performance kanivandi dylogue delivery gaani nice kipet up all they best you have aaa great future as ann artiste,,Safe
C020822,Roman Telugu,Hate Speech,Kulaaa pechhe fuuga undeanana,,Safe
C020825,Tanglish,Offensive,Dai thalapathy passanutha serikura mathiri vachu erukkan thavedia payan,,Safe
C020827,Roman Telugu,Hate Speech,chaalaa baagundi anna,,Safe
C020835,Tanglish,Offensive,ajith padamnu sonnaga guest roll la vararu.,,Safe
C020837,Kanglish,Offensive,boss osm,,Safe
C020838,Tamil,Offensive,டேய் ரஞ்சித்து பாத்துக்க... இது படம்... இந்த டைரக்டர் கிட்ட நாலு மொடக்கு வாங்கி குடி...,,Safe
C020839,Tamil,Hate Speech,"திருமாவோட சிறுத்தை குட்டிகள் எல்லாம், டிண்குல(திருப்பி படி) மிளகாய்ப் பொடி வச்ச மாதிரியே சுத்திட்டு அலையுறானுக. ஏன்டா... ஒத்த நிமிஷ ட்ரைலர்க்கே இப்டின்னா, மொத்தப் படமும் வந்தா, தண்ணியடிச்சுட்டு தண்டவாளத்துல தற்கொலை பண்ணிப்பீங்க போலயேடா. #திரௌபதி",,Safe
C020842,Roman Telugu,Hate Speech,Vadu bochu kuda Ledu pk laga…miru mi lawdalo overaction,,Offensive
C020845,Tanglish,Hate Speech,Enna indha naadaga naais ah comment section pakkame kaanom...Trailer,,Safe
C020849,Tanglish,Offensive,Viswasam trailer alavuku la illa pa,,Safe
C020851,Tanglish,Offensive,sir ku rombo pasikutha sooru podalaya,,Safe
C020852,Tanglish,Hate Speech,Yean da idhu ellam oru movie ya da ethanai periyar vandhalum ennadhan padichalum ungala ellam thiruthave mudiyadhu da,,Safe
C020855,Kanglish,Offensive,madhukumar ks for a kind information.... audio lunch....🤔,,Safe
C020857,Telugu,Hate Speech,అమ్మో నోరేంటి అమ్మ అంత ఉంది,,Safe
C020860,Tanglish,Offensive,Ithu 96 yara ematha pakkara lol🤣🤣,,Safe
C020863,Kannada,Offensive,ಲೊ ಹಾದರಗಿತ್ತಿ ಮಗನೇ...,,Offensive
C020864,Tamil,Hate Speech,"#2.3M_பேர்_பார்த்து இருக்கும் நிலையில் #151000_பேர்_மகிழ்ச்சிய இருக்கும் போது வெறும் #10000_நாயிங்களுக்கு மட்டும் கோவம் வருதுனா , அப்போ எங்கயே தப்பு இருக்குனு #அர்த்தம்... #திரௌபதி",,Safe
C020875,Kanglish,Offensive,Alagi hogali bidu,,Safe
C020883,Tamil,Hate Speech,"இந்த மீயூசிக்க எங்கையோ கேட்ட மாதிரி இருக்குனு பாத்த,,,எங்க வீட்டு fridge ah ரொம்ப நேரம் துறந்து வச்சா இந்த bgm தாங்க வரும்,,,, #நீங்க நம்பளைனாலும் அதான் நெசம்",,Safe
C020886,Tanglish,Offensive,Adhaan narachu pocheyyy aprm enna naraya naraya naraya nu kathura.,,Safe
C020889,Telugu,Hate Speech,Akhil Shiva good players చాలా బాగా ఆడుతున్నారుi like Akhil and shiva,,Safe
C020890,Tanglish,Hate Speech,Thalaiva you are great Agith amaigalla dislike ka panringa pongada devidiya panaangalla Our maerium pusuga mudiyathuda,,Safe
C020893,Roman Telugu,Hate Speech,wine vaallani batti cheppochu argievy kii entha respect istaro vaallu,,Safe
C020896,Tanglish,Offensive,Etho nalla story ya mokkaya eduthu vachirupangalooo??🤔,,Offensive
C020899,Tamil,Hate Speech,ட்ரெய்லர் எல்லாம் நல்லா இருக்குது ஆனால் சீமான் தரையில் பேசியதை சூரியா திரையில் பேசினார் என்று ஒரு குரூப் கிளம்பும் அதை நினைத்தால்தான் பயமா இருக்குது,,Safe
C020901,Tamil,Offensive,கெட்ட பையன் சார் இந்த காளி dialogue vachurundha ultimate mass and class aa irundhurukum,,Safe
C020909,Tanglish,Offensive,"Enappa likes , views kammiya iruku...1M likes, kondu vangappa",,Safe
C020920,Tanglish,Hate Speech,Keka beka short film remake version this movie,,Safe
C020921,Kanglish,Offensive,O mareya ava chiranjeevi alla shaapa erutte,,Safe
C020924,Tanglish,Offensive,Thala illana mundamava thalaiya pagacha kandamava eppovume thalathanda engalukku mashu Vijay oru ---da thala is very beautiful memper,,Safe
C020930,Tanglish,Offensive,Irkatum ngk epo da release uh,,Safe
C020939,Telugu,Hate Speech,చెయ్యి వదులు రా ఫస్ట్,,Safe
C020940,Roman Telugu,Hate Speech,Pichola gurinchi vinadame gane direct ga epudu e video lo chustuna,,Safe
C020945,Tanglish,Hate Speech,Ada paavingala mangatha theme. Aaa. Slow. Motion la potrukinga.. 🤬🤬,,Safe
C020951,Tanglish,Hate Speech,Ithu 96 su vera level lu senjachi,,Safe
C020953,Roman Telugu,Hate Speech,devudu manishi kannah goppa,,Safe
C020954,Roman Telugu,Hate Speech,photo kosam pakkaki velthe lagi kotte hero lu mlaa lu unnaaru alanti vaallu maa devudu nee chudandi okasari,,Safe
C020968,Telugu,Hate Speech,రాజకీయాలు ఏమో గానఇలాగే ఎప్పుడూ వు౦డాలని ఆసిస్తున్నా,,Safe
C020972,Tamil,Hate Speech,பக பக - remember 90kids டோரா புஜ்ஜில வருமே பக பக பூச்சி,,Safe
C020974,Tanglish,Offensive,Nkp theme song maari ..iruku end la,,Safe
C020977,Tanglish,Offensive,Thalaivaruda rajini aj avadu vj avadu,,Safe
C020980,Roman Telugu,Hate Speech,youtube videos konni phaalo ayyedaanni tarvaata bb house loo koncham negative feel ayya ippudu chustunte badha anipistundi very good dancer all they best fore your future shanmukh,,Safe
C020981,Tanglish,Hate Speech,"Dei _tha ____ ngala puppy la irukavan la villanada jiiva oda worth enna theriyuma Routhiram, Ram, Katrathu thamizh, nu evlovo iruku neenga ena da na sappy potta kottaya villana kuduthirukinga",,Safe
C020986,Roman Telugu,Hate Speech,sridevi gaari meeda gowravam marinta perigindi,,Safe
C020992,Roman Telugu,Hate Speech,ramakrishna garu badapadakandi jagan garu meeku manchi bhavishyattu untundi,,Safe
C021002,Kannada,Hate Speech,ಉರ್ಸೋಕೆ ನಿಂತ್ರೆ ಕನ್ನಡದವರು ಚರಿತ್ರೆ ಬರೀತಾರೆ ಅಂತ ಗೊತ್ತಾಗಲಿ.. ಕೆಲವು ಕಿಡಿಗೇಡಿಗಳಿಗೆ..,,Safe
C021014,Roman Telugu,Hate Speech,digil badulu mandhu kodithe saripotundi,,Safe
C021019,Roman Telugu,Hate Speech,kcr nee chuusi vallabhai patel anukunnademo,,Safe
C021025,Tanglish,Offensive,Adei avanota fans nu oruthanum illayada,,Safe
C021026,Tanglish,Offensive,indha padamae ivlo mass ah irukae apo thalabathy 64 evlo mass ah irukum,,Safe
C021031,Telugu,Hate Speech,పాప హోమ్ లో నీళ్ల ట్యాంక్ లో నీళ్లు లేవనుకుంటా,,Safe
C021035,Tanglish,Offensive,Dislike. Pannavanlam Ratham kakki tan saaavan,,Safe
C021037,Roman Telugu,Hate Speech,Miru enta mothukunna prajalu mararu. Elections vaste tisukoni vote vestaru......,,Safe
C021038,Tanglish,Offensive,Tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,,Safe
C021041,Tanglish,Offensive,Oruthar mela viswasam katrathukkaka en aduthavangala asinga paduthuringa,,Safe
C021043,Kannada,Offensive,ನಿಜಕೂ ಈದು ಆಚರಿನೇ🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤥🤥🤥🤓🤡🤡🤡🤠🤠🤠,,Safe
C021044,Tanglish,Offensive,Anushak sheety mundu nuvu athu,,Safe
C021045,Tanglish,Offensive,Enna Thalaivar trailer ivlo nal kaluchu trending varuthu🤔🤔,,Safe
C021060,Roman Telugu,Hate Speech,intha parignaanam unna cm aandhraki cm kavadam enno janmala punyam,,Safe
C021061,Tanglish,Offensive,Me Marvel fan to Vjs: nee enna venalum sollu nee engLuku edhiri dhanda,,Safe
C021067,Tanglish,Offensive,"Gommala Ennada ellam comments Jaathi Peru vachu vazhthukal podreenga ... Sethathuku aprm kooda Jaathi Peru vachah ungala edupanga... Ungaluku ADMK , DMK veh namitu poidalam da",,Safe
C021070,Roman Telugu,Hate Speech,carrector of they episode award gose too 1aaa master anthe kadhamma reyy,,Safe
C021071,Tanglish,Offensive,She doesn't look like ms.jayalalita at all.she looks like a wax statue..,,Safe
C021073,Roman Telugu,Hate Speech,Arey drama rao apura Ne sollu,,Safe
C021074,Roman Telugu,Hate Speech,evi news antara asalu,,Safe
C021075,Kannada,Hate Speech,ನಿಮ್ಮ ಮಾತು ಕೇಳಿ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ನೆನಪಾದರು,,Safe
C021080,Roman Telugu,Hate Speech,saar meeru chaalaa baagaa nijaalu matladutaru nijamgaa namaskaram saar,,Safe
C021083,Tanglish,Offensive,Ellam ok aana aunty vayasu agura kajal agarwala teenage ponnu podra dressa poda vackirukingale atha dhanda thankika muudiyala,,Safe
C021085,Roman Telugu,Hate Speech,Orey pichi ka paul ekkada nuchi dengay already AP jagan tho almost nasitam ayindhi malla nuvvu next cm ha po ra pichi yedava,,Offensive
C021086,Tanglish,Offensive,Otha Teaser appo vfx mokkanu pesna dubakuru pasangala ippa vandhu pesunga da paapohm...,,Offensive
C021087,Telugu,Hate Speech,కడిగేయండి మీరు సమాజాన్ని నాకు బాధగానే ఉంది గురువుగారు,,Safe
C021092,Tanglish,Offensive,Thayoli Thalabathi pathu. Sirikira sunni,,Offensive
C021096,Tanglish,Offensive,Ena get up potaalum eppadi set aaguthu🤔,,Safe
C021103,Roman Telugu,Hate Speech,"Mogavalla face luu mathram manchiga chupistharu kanni asallu panni chaseena leady face mathram blur chastharuu.. Edhi ee society andhukaa makky ""HE TEAM"" kavalli",,Safe
C021106,Tanglish,Offensive,Caste base panni movie illana nalla irukkum,,Safe
C021107,Kanglish,Hate Speech,Fuck tik tokrs,,Safe
C021109,Roman Telugu,Hate Speech,pranam pothe tirigi raadu brothers chusukoni drive cheyandi please,,Safe
C021111,Tamil,Hate Speech,"நல்லாவே இல்லை அதே வேட்டைக்காரன்,குருவி,சுறா கண் முன்னாடி வந்து போகுது",,Safe
C021113,Roman Telugu,Hate Speech,jai shree krishna chaalaa santosham chaalaa mandiki upayogapade maatalu…,,Safe
C021123,Tanglish,Offensive,otha va okiravan suriya singam otha punda mavane,,Offensive
C021136,Tanglish,Offensive,Itha trailer Ku dislike pannuraven girls ku against ta irupan pola.... You mom also girl..,,Safe
C021137,Roman Telugu,Hate Speech,jagan cady noo1 behaviour is like tuglak after some time jagan cady noo 1 will make 30 capitals inn ap jagan will ask modi too make 4 capitals fore india east west north south capitals,,Safe
C021138,Kanglish,Offensive,Hands up annodu heno bosudike,,Offensive
C021139,Kanglish,Offensive,Kannada.....🤦matte remake film.,,Safe
C021140,Roman Telugu,Hate Speech,yay shoda lae undakandii yashoda lae trailer loo choopinchinattu dhairyamgaa undandimeeku memu andaruu unnaamu,,Safe
C021146,Roman Telugu,Hate Speech,sooraj inka valla daddy oka rapist rapist family gudda mi dabbulu valla safe malla modi give respect to women anta,,Offensive
C021147,Tanglish,Hate Speech,Ellarumey ipdi penda parambaraya chi sorry aunta parambaraya serupaala adicha avnunga enga dha povanunga 🤔,,Safe
C021148,Roman Telugu,Hate Speech,pedavallaku apadha vasthe ventene velli sahayam chese goppa leaders komatireddy brothers dammunna leader rajanna ma balam ma dhairyam ma pranam komatireddy brothers,,Safe
C021150,Telugu,Hate Speech,"కొన్ని ycp పందులు pk పెంట తిని మెసేజెస్ పెట్టె ఉద్యోగం చేస్తున్నాయి,రాష్ట్రము ఎటు పోయిన పందులకు బాధ ఉండదు కానీ అన్న పెంట దొరక్కపొతే బాధ పడతాయి,అటువంటి పందులు ఇక్కడ మెసేజెస్ పెట్టున్నాయి చూడొచ్చు",,Safe
C021152,Tanglish,Offensive,Vikram is fucking 53 . Still badass and awesome,,Safe
C021154,Tanglish,Offensive,Cell Phone disasters... SIVAKUMAR Selfie,,Safe
C021155,Kanglish,Offensive,brother one point Nivu movie chennagi nodi BGM ULTI ide,,Safe
C021171,Roman Telugu,Hate Speech,vadi puku chinthapandu cheyali,,Offensive
C021174,Telugu,Hate Speech,సిద్దార్థ్ రెడ్డి అన్న మాట్లాడితే పులి పంజా విసిరింట్టు ఉంటుంది జై సిద్దార్థ్ రెడ్డి అన్న,,Safe
C021175,Kannada,Hate Speech,MONSTER_KANNADA shetty Davi lowdan Lovezz Candy ಅಂತಾ blind followersಗೆ ಈ ರೀತಿ ಅರ್ಥ ಮಾಡಿಸಬೇಕಾ???? ನೆನ್ನೆ ಮೊನ್ನೆ ಲಬೊ ಲಬೋ ಅಂತ ಬಾಯಿ ಬಡ್ಕೋತಿದ್ದ..... ಇವತ್ತು ಅದೆಲ್ಲಿ ಹೋದನೊ???? mobile no. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ.....,,Offensive
C021176,Tanglish,Hate Speech,True va Rajini fans tha coma la irukkanuka 🤓,,Safe
C021178,Roman Telugu,Hate Speech,namaskaaraaniki pratinamaskaaram samskaaram,,Safe
C021181,Roman Telugu,Hate Speech,kinda mida upu maa prabhas anna thopu,,Safe
C021185,Tanglish,Offensive,Dmk naye gomma thaliya meda potu aruda gomma nethila ena rathama manam ketavane hindu thuroki naikale kirku matha matri adimai naikale thu,,Safe
C021186,Tanglish,Offensive,Vakil venki Court leh Elam ipdi Katha kodathu .. (*Nan Vijay fan ilah daw koovikitu varadenga),,Offensive
C021188,Tanglish,Offensive,thalaiva pesaama padathula mattum nadinga thaliva saakkadai arasiyal namakku venaam,,Safe
C021191,Tanglish,Offensive,Dhanush looks like Gramathu Vayasana Thathaa 🤔,,Safe
C021195,Kannada,Hate Speech,ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು .....#Rakshithsheety come back ....,,Hate Speech
C021199,Tanglish,Hate Speech,adaee Enna da ippadi irruku evlo periya aalu,,Safe
C021208,Tanglish,Offensive,Bigil traileruku views set Pammi vachirukanka. Fake views. Fake likes.,,Safe
C021215,Telugu,Hate Speech,​చేసింది చెప్పడం మానేసి ఈ సీఎం పద్యాలు పాడి డైలాగులు చేబుతాడేంటి,,Safe
C021223,Tanglish,Offensive,Inum 1m likes kuda varala 🤣🤣,,Safe
C021228,Tanglish,Offensive,Vijay's make up looks very funny. Evlo powder ah pa appuveenga? Edho koothula vesham potavangala paakura madhiri iruku.,,Safe
C021229,Tanglish,Offensive,Pa.Ranjith unakku serupaddi....its just the beginning maari Selvaraj.,,Safe
C021235,Roman Telugu,Hate Speech,roja lanja blue films cheshukonedanvi nuvvu mp enti?,,Offensive
C021239,Tanglish,Offensive,Kala pathamadhiri irukku solra alavukku illa,,Safe
C021241,Tamil,Hate Speech,டேய் புண்டைகளா மொத படம் பாருங்கடா அப்பொராம் கமெண்ட்ல சாதி சண்ட போடுங்கடா.... ஊம்பிக.... நான் அந்த ஊம்பி இந்த ஊம்பினு சொல்லிட்டு இருக்கானுங்க.... இப்டியே ஊம்புனா வேலைக்கு பானிபூரி பீடா வாயனுங்கள எல்லாரும் ஊம்ப வேண்டியது தான்.... சுண்ணிக.... Tnpsc railway வேலைக்கு நக்கிட்டு திரியபோரோம்.....,,Offensive
C021243,Tanglish,Hate Speech,tamilnada sudukada aakittu india va super power aaka poringa serupadi to every politicians,,Safe
C021246,Roman Telugu,Hate Speech,nilo nachedi atitude super rowdy star,,Safe
C021250,Tanglish,Offensive,ajith kumar sir look like my father,,Safe
C021252,Roman Telugu,Hate Speech,Ra nenu pedutha ekkada kavalante akkada,,Safe
C021254,Tanglish,Hate Speech,Verum Build up dhan...Padathula oru mirum ila,,Safe
C021261,Tanglish,Hate Speech,scenes resemble django unchained - Tarantino 's movie,,Safe
C021263,Kanglish,Hate Speech,Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli,,Offensive
C021274,Tanglish,Offensive,Enna da idhu Dislike pantra Pasanga lam Last Dialogue Paathuttu Thirundhitaanungala,,Safe
C021285,Roman Telugu,Hate Speech,santosh shoban manchi actor kala anedi oka praantaaniki parimitam kaaduvisvavyaaptamaindi,,Safe
C021287,Roman Telugu,Hate Speech,ticket dabbulu tho veellu dobbi tintunnaru,,Safe
C021289,Kanglish,Offensive,hv neen kano show off gandu... Flirt maadoke bartaane bewarsi... Nimanta chool bewarsi gallindaane hudugiru comment maadoke hogolla jasthi... Jeevndalli hudgirna nodillveno thukaali,,Offensive
C021291,Tanglish,Hate Speech,Ajith surya rasigar pooram oompa vantanuka,,Safe
C021296,Kanglish,Hate Speech,Olle concept guru.. kannadadalli intha cinema barabeku,,Safe
C021306,Roman Telugu,Hate Speech,Pora kukka,,Safe
C021309,Telugu,Hate Speech,పందులు చేస్తాయి.నువ్వు లావు తగ్గు.,,Safe
C021316,Tanglish,Offensive,Ennada ithu 1 month ku apram trending aaavuthu🤣🤣,,Safe
C021322,Tanglish,Hate Speech,Dai intha mokka padathukada ivlo promotion panreenga.. motha manusan aprm thaanda intha jaathi laam..loosu pundainga maari padam edukathingada,,Offensive
C021329,Tanglish,Offensive,Karumam... Indha VFX'kaga thaan ivlo naal uruvittu irundhanungala?,,Safe
C021333,Tanglish,Offensive,Idhuve ippadi iruke Thalapathy 64 yeppudi irukum,,Safe
C021338,Roman Telugu,Hate Speech,priya garu meeru chesina comment chaalaa baagunnadi ilanti vaaru telusukovali dhanya vaadaalu,,Safe
C021339,Roman Telugu,Hate Speech,Vaadi puttuka lopam.........,,Safe
C021341,Roman Telugu,Hate Speech,poor peepul kii middle class vaaru happy gaa bratakavachhu,,Safe
C021344,Tanglish,Offensive,Eppadina bigil trailera namma views reach aga koodadhu adhe,,Safe
C021350,Telugu,Hate Speech,"రోజా ఆంటీ కి బాగా తెలుసు జలగ మొన రెడ్డి కి వెంట్రుకలు ఎక్కడ, ఎక్కడ ఉన్నాయో",,Safe
C021351,Kannada,Offensive,ಹೋದರೆ ಹೋಗ್ಲಿ ಬಿಡಿ ರಶ್ಮಿಕ ಅವಳೇನು ತ್ರಿಪುರ ಸುಂದರಿನಾ ಬಿಟ್ಟಾಕಿ,,Safe
C021360,Tanglish,Offensive,Dislike potta punda pasangala teaser nallathan da irukku apparam enna mairukku indha video paakiringa... Suriya fans da naaaaaaan,,Offensive
C021364,Roman Telugu,Hate Speech,Ravi teja the man behind those wonderful memes Raviteja anna ki oka Oooooo,,Safe
C021375,Tanglish,Offensive,Enna movie la aadhi anna oomaiya kadaisi varaikkum trailer full ah pesave illa,,Safe
C021377,Roman Telugu,Hate Speech,old city vaallu manchi nayakudini gelipinchukolekapokunnaru old city develop avvaledu,,Safe
C021378,Tanglish,Offensive,"Maass , maass pakkaaa maaaaaaasssss",,Safe
