comment_id	language	category	comment
C026200	Tanglish	Offensive	Ebhhha deiii enna da verithanam ah irruku trailer
C026211	Tanglish	Offensive	munadi la 10 car sarrru burrrnu nu odum ipo la flight oduthu ivan paranthu paranthu kaiya thuki thuki adikuran...oru frame kuda kannukae therila va ma minnal apdingra maari sarrr sarrrnu pothu typically hari film..assual ear drums la kiliyuthu..amman,pottamman varisayil miga periya olivattam GRAPHICS....Marana Kevalamana oru teaser...Bairava is Farrrrr Better
C026213	Tamil	Hate Speech	நான் ஒரு தமிழன் அதற்கு அடையாளம் என் சாதி. திருமாவளவன் தவற பேசும் வெண்ணெய் களே அவர் ஏன்டா அப்புறம் ஜெயிக்க வெச்சிங்க . இங்கே எவன்டா சாதி இல்லாம திரியுறான் .. காசு இருந்தால் சாதி எல்லாம் எவனும் பார்க்கமாட்டான்.. இங்கே எல்லா கட்சிகளும் சாதி பார்த்துதான் சீட் தருது..admk dmk ரெண்டு கட்சிகளும் வாழ இந்த சாதி சாயம் அதற்கு உதவு இந்த cinema social media press எந்த சாதியும் உயர்ந்த சாதி இல்லடா
C026214	Kannada	Offensive	Goudar ಮೊದಲು ಕನ್ನಡವನ್ನು ಸರಿಯಾಗಿ ಟೈಪ್ ಮಾಡುವುದನ್ನು ಕಲಿರಿ ಆಮೇಲೆ ಧರ್ಮದ ಉಪದೇಶ ಮಾಡಿ plzzzzzz
C026218	Roman Telugu	Hate Speech	antarinchi potunna aarogyaavantamaina hasyanni tatti lepina satvik
C026228	Tanglish	Offensive	0:32 Oru sec edapadi nu nenachan da
C026229	Kanglish	Hate Speech	Vishnuvardhana ningen problem guru
C026237	Tanglish	Offensive	Oru manushana azhichudalam...avanukku vacha silaya odachudalam - Ana avanudaya sindhanayum sithandhayathayum azhikka mudiyadhu - absolutely that’s Gandhiji
C026243	Tanglish	Offensive	Yeppa.. Enna screen presence... Oru vela pei padama irukumo..
C026244	Tanglish	Offensive	Rowdy ingala hero va katti vanmuraiya thundarady vetrimarnukku velaya pochi.Yevlo Enda nattukku thevayana Nalla karuthukala vachi flim edukalamla.
C026251	Roman Telugu	Hate Speech	super ee nirnayam valana block money puurtigaa arikattavachhu
C026252	Tamil	Hate Speech	ஜோக்கர் புண்டைங்களா சிரிப்பு புண்டையா இருக்கு டா பொள்ளாச்சி நாய்ங்களா உங்கள தான் சொல்றாங்க
C026258	Tanglish	Offensive	Othaaaaa poooluu mari iruku Graphics
C026261	Kanglish	Offensive	Sir nimma thumbnail sari illanNaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10
C026262	Telugu	Hate Speech	పథకాలను పేరు పెట్టి జనాల్ని డబ్బుతో కొనేస్తున్నాడు
C026263	Roman Telugu	Hate Speech	kartikeya must cheppindu sudheer meeru jabardast kii belong avvarude kii belong avvaru maa audience kii belong avutaaru
C026267	Kanglish	Offensive	Bro tiktok ban agide adhre barute ide swalpa settings ge hogi Language Change madi Barute
C026269	Tanglish	Offensive	Eni jayam ravi ella komali punda ravi
C026270	Tamil	Hate Speech	ஒன்னு படத்தோட பேரை மாத்துங்க.இல்லைனா படத்தை வௌயிடாதீங்க.எதார்த்தமாக படக்மெடுக்காம வியாபார நோக்கத்திற்காக எடுக்கப்பட்ட படம் தேவையா?எப்படியும் முக்கியப்புள்ளிகளைப் பற்றி படத்தில் காட்சிகள் இருக்காது.இதுவந்தா என்ன..?வரலைனா என்ன..?
C026280	Kanglish	Offensive	Balepete badrushyana ()🤣🤣
C026284	Tanglish	Hate Speech	Like kekkaravnga Avanga wife photo kati kuda...... Beep.........
C026288	Kanglish	Offensive	Yena editing guru
C026300	Roman Telugu	Hate Speech	srinu nee acting adiri poyindi
C026304	Kanglish	Offensive	Dubbing madidare song agodilaa 100 million
C026307	Tanglish	Offensive	Sri mahalakxmi tealugu movie full movie dibieng
C026314	Roman Telugu	Hate Speech	movie loo content chaalaa baagundi evvadu aapaledu movie nee dilraju kuudaa
C026317	Kannada	Offensive	ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಡಿಫರೆಂಟ್ ಹುಲಿ
C026318	Tanglish	Offensive	Ama vadivela en da asingam paduthuringa
C026322	Kanglish	Hate Speech	Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku
C026327	Kanglish	Hate Speech	Barri dabba movie ne unn maado du
C026333	Kannada	Offensive	nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರೆ... ಗಂಡರ ಗಂಡ ಜಗ ಮಿಂಡ ನಿಮ್ಮ ಕಾಮಣ್ಣ... ಲುಚ್ಚಾ ಬಳೆಗಾರ
C026335	Roman Telugu	Hate Speech	Dont worry Lokesh garu if Government could not do it Madam will hang them with in 21 days Jabardast challenge count down starts They will be hanged under Disa act at any cost
C026338	Kannada	Hate Speech	ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ
C026339	Tanglish	Offensive	Punda mathi iruku,evan la nadikalanu ipa yaru watha alutha
C026345	Tanglish	Offensive	Innum like kettu yaarum comment pannalaya?
C026348	Tamil	Hate Speech	மயிரு மாறி இருக்கு...மாங்காய் பாய்ஸ் வாட் றா இஸ் திஸ்...
C026353	Tanglish	Offensive	Lusu pasangala last ah ennaum sireka vachutenga da🤣
C026366	Tanglish	Offensive	Yentha paradesi da dislike pannathu.....Podungada like....therikavidalama
C026374	Tanglish	Offensive	Sethu sir eppadi padam panna aalu ippadi vanthu yulutingala..
C026377	Telugu	Hate Speech	MLA అయిన MP అయిన గేట్ బయటే వుండాలి
C026378	Roman Telugu	Hate Speech	Natti gadu bagane techadu prajalni Desam Peru cheppi
C026379	Roman Telugu	Hate Speech	sitharaman oka sudda pappun siggu ledhu asla mms valla india ela atani economic policy valle india 3 trillion economy ayindhi
C026381	Tamil	Hate Speech	ஆதிக்கத்தால்... ௮டக்குமுறை..... ௮டக்குமுறையால்... தாழ்வுமனப்பான்மை... தாழ்வு மனப்பான்மையால்... தலை குனிவு... தலை குனிவுவால்... இழிவு நிலை... இழிவு நிலையால்... வேளியேற துடிக்கும் ௭ங்கோ ஒரு சில தவறு.... தவறின் தொடக்கம் மனுடனின் மறுபக்கம்....... ௮துவே (சாதி)கள் •
C026384	Tanglish	Hate Speech	dai...keka buka keka buka short film copy adichtikala da........da paavikala ella scene athe maari eruke da.........
C026390	Kannada	Hate Speech	ಎನ್ ಮಾಡೊಕಾಗುತ್ತೆ ಕೆಲವರು ನಮ್ಮೋರೆ ತೆಲುಗು ಯಾವುದಾದರು ಸಾಂಗ್ ಟ್ರೈಲರ್ ಬಂದ್ರೆ ನಾಯಿ ಕಾಯೊ ಹಾಗೆ ಕಾಯ್ತಿರ್ತರೆ
C026394	Tanglish	Offensive	Viswasathukku irundha verithanan indha padathukku fans kitta illa
C026397	Tanglish	Offensive	Ennaya thumbnail ah paartha Mirchi Siva mathiri irukku...
C026398	Tamil	Hate Speech	பொண்ணுக்கும் பொன்னுக்கும் நாம காவல் இருக்க வேண்டும் இல்லனா சில கிழ்தனமான நாய்ங்க துறந்த வாசல்ல நாய் நுழையுற‌ மாறி உள்ள நுழையும் இப்படிக்கு. சத்ரியன் துரியோதனன்
C026403	Tamil	Offensive	1.34 எதுக்காக VJஆனந்தி நல்லகாலம் பிறக்குது tone ல அழுகுறா???
C026407	Tanglish	Offensive	pakathane pora Intha kaliyoda attatha 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘
C026411	Kanglish	Hate Speech	Dislikers r fucking da baas fans
C026413	Telugu	Hate Speech	Knowledge is డివైన్ ఆకలి తో పోయిన పర్లేదు బట్ ఆత్మగౌరవం పోకూడదు వావ్ నైస్ quotes
C026421	Roman Telugu	Hate Speech	naa jeevitamlo intha manchi manishini chudaledu
C026425	Roman Telugu	Hate Speech	director gaa kante comedian gaa akkuvaga navvistunnaru super
C026430	Roman Telugu	Hate Speech	Chillara Vedhavalu ruling and ruined the State. Andhrulu andhuly enjoying for their overenthusiastic attitude. Sani dapurinchina Rashtram
C026437	Roman Telugu	Hate Speech	aa navvu low kooti kotla aanandam undhi
C026439	Kanglish	Offensive	Kali yuga yavag naasha maadtiyo kalki🤣🤣
C026443	Kanglish	Hate Speech	Nanna prakara badukira bhahudu adare media davari aa cotiyalli ashvattama na bage yake gottaglilla
C026445	Tanglish	Offensive	kola gaandla irukka mavane kollama vidamaatten.. Thalaivar swag..
C026450	Tanglish	Offensive	Blue sattai Summave. Kaari thupuvaaplaa . Intha graphics sa paathu ,,. Innu better ra panirukulam nu soluvaapala paarunga,🤣🤣🤣🤣🤣
C026454	Tanglish	Offensive	SAM CS. ENOUGH OF YOUR DARAA DARR DARA MUSIC BGMS. ROMBA PALASU AAGIRICHI
C026457	Tanglish	Offensive	Who r all here after avengers endgame Tamil dubbing
C026463	Roman Telugu	Hate Speech	mādhi thelaṅjeeāṇaaa rāṣṭraaṁ sār kānī rājockīyaa nāyakulalō mīraaṇṭē entō gouravaṁ
C026468	Tamil	Hate Speech	என்னடா இது ? நாடகமா ? இல்ல குறும்படமா ? 🤔
C026472	Tamil	Hate Speech	பென்கள் நமது குள விளக்கு பென்களுக்கு எதிராக பாலியல் வன் கொடுமைகள் தலைவிரித்து ஆடுகிறது ...Save girals
C026477	Roman Telugu	Hate Speech	ee veediyo chusintarvata mea meeda respect perigindi
C026480	Roman Telugu	Hate Speech	40 samvatsaraalu raajakeeya anubhavam
C026481	Roman Telugu	Hate Speech	Once upon a time RC acting ni enthala troll chesevaaroippudu vaalle RAC acting ni praise chesthunte aa kick a vere level
C026488	Tanglish	Offensive	mersal NEETHANEY single track kaatu mokka...anga poi kadharunga anils..
C026491	Kanglish	Offensive	Nammanegu bandidru selfi thago bekonstralli hogbitru
C026494	Tanglish	Hate Speech	engada bigil illama neenga mattum adringa
C026505	Tanglish	Offensive	Nijamave 2 nimisam thala suthiruchu. Good.
C026507	Tanglish	Hate Speech	Jada - Ennada football game padthula peyi kodvaringa dei ithalam over Iruku Da
C026508	Tanglish	Offensive	Blacksheep... Namma pasanga valaradha paaka evlo sandhoshama irukku... #blacksheep #kuttymoonji #ayaz
C026510	Tanglish	Hate Speech	Thala luv u so much hard work never fails..never ever giv up...anil pans Ku vai vayuru Ella eriya pogudhu.
C026512	Roman Telugu	Hate Speech	future world cup nee drushti loo pettukoni bcci rohit nee septain gaa select chesindi kohli loo goppa captain kani okka saari kuudaa icc cup gelavalekapovadam walla rohit kii chance ichindi
C026514	Telugu	Hate Speech	ఇప్పటికైనా ap ప్రజలు బుద్ధి తెచ్చుకోవాలి
C026516	Kanglish	Hate Speech	Tiktok sule makkla papa thumbs hurt agidri sadee nan gandu galuu
C026519	Roman Telugu	Hate Speech	Sollu apara re nee bochu telivi tetalu Andhra Pradesh bagu kosam cheyyara
C026521	Kanglish	Hate Speech	Worst movie. artane illa. 1 concept kuda illa.
C026531	Tanglish	Hate Speech	Indha padam Semma serupadi ya irukkum Pola Sirutha gangku
C026535	Tamil	Offensive	இது 96, அடப்பாவி 23வருசமா ஒரே பஞ்ச் டயலாக்தானா........
C026539	Roman Telugu	Hate Speech	super kalyan anna champesaru pondi keka anthe
C026543	Telugu	Hate Speech	ఒరేయ్ ముసిల్డాన్ని కూడా వదల వారా
C026544	Tamil	Hate Speech	கம்மெண்ட் செக்சன் இல் தன் ஜாதியை இவ்வளவு பெருமிதத்தோடு பதிவு செய்வதை பார்க்கும்போது வேதனையாக இருக்கிறது :(
C026562	Tanglish	Offensive	“Centiments irundha appidiye odi poidu, kola gandula iruken mavane kollam uda maten”. Visvasam padatha than solraru
C026563	Tanglish	Offensive	End dialog: You kena tunggu lebih lama lagi, untuk tahu saya... vikram eh Malay language pese veccidinge pa..
C026572	Telugu	Hate Speech	ఆశ్చర్యం ఏంటంటే చాలామంది ట్రాక్ క్రాస్ చేసి వచ్చేసారుబహుశా ఇప్పటికయినా అక్కడొక గేట్ ఉండాలనిదాన్ని అక్కడి వారందరూ పాటించాలని కోరుకుందాం
C026574	Roman Telugu	Hate Speech	charanh dorikipoyina pratisaaree nter nee chuustaadu
C026577	Tanglish	Offensive	Sona time la trailer gethu bigil uuhhhuuuu sangu oothaaa
C026579	Tanglish	Offensive	60K views but 137K likes???? Puriyalae
C026582	Kanglish	Hate Speech	Full roast madiddiya e somberigalige
C026584	Roman Telugu	Hate Speech	ilanti panikamalina vallanu interviews cheyakandi plz
C026587	Tamil	Offensive	சீட்டிங் சீட்டாஸ்&ஓசிசோறு கைய்ஸ்: நாங்கள் நாடககாதல் கட்டபஞ்சாயத்துகள் செய்யவில்லை ஆதீ :
C026588	Roman Telugu	Hate Speech	Zin ping gadini corona vachi pothe Anni set auvtai
C026604	Tanglish	Offensive	dinamalar cinema news website suriya anna pathi thaphu thaphu podaranga
C026610	Roman Telugu	Hate Speech	sunil unte aa sandadi vaeru
C026611	Tanglish	Hate Speech	Pollachi sambavam apo enga poniga hero.. sathi unnai sakkadyakkum ethana Periyar vanthalaum ungala matha mudiyathu Tamilnadu sekerma azhinchudum
C026613	Tanglish	Offensive	Yenna da last seen ha phone la potrite mode la yedutha maari irruku
C026614	Roman Telugu	Hate Speech	Arey ktr motham dochukondira me family nasnam aipotharu ra Sochi andi Homa lu cheyandi… me family nasnam aipotharu
C026621	Telugu	Hate Speech	తొమ్మిది నిమిషాల వీడియో లో 900 కామెడీ సూపర్ బ్రో నీవు…
C026624	Roman Telugu	Hate Speech	unde money tho manchi mirror konukunivunte, intha money loss chesundevadika
C026625	Tamil	Offensive	பேரு மணிமாறன் ஊரு மாயவரம் அவன் அடிக்கிற அடியில் காதுல இருந்து இரத்தம் வரும் அப்படியே ஓடிருங்க..
C026626	Telugu	Hate Speech	మొదట ఈ సంస్కృతి మొదలైంది మీ దగ్గర నుండే కదా నానీ గారూ
C026627	Roman Telugu	Hate Speech	idhi kuudaa picchi dances kii oppesukundi thu deenamma aadadi ante gowravam potondi
C026630	Kanglish	Hate Speech	Heege innu chennaga bairi e chena nanmaklige App Ban madidd olled aytu hage avru kade tariskollo 3000 things stop madbeku aga buddi barutt avrge
C026631	Kannada	Hate Speech	ಟಿಕ ಟಾಕ್ ಹೀರೋ ಹೀರೋಯಿನಗಳ ತಿಥಿ ಊಟ ಹಾಕಸು ಗುರು creative ಕನ್ನಡಿಗ
C026633	Tanglish	Offensive	Marana mass trailer 6 appuram 7 da namma super star munnadi yavanda ore star athu super star
C026634	Roman Telugu	Hate Speech	anna meeru taggadu meeru thopu my tarwate avaraina
C026640	Roman Telugu	Hate Speech	nice sister devudu aasiissulu neeku eppudu undaalani korukuntu mea chell nee
C026642	Tanglish	Hate Speech	Irumbu kottai Morattu Singam morden version copy cat movie Da Mokka Padam idhu
C026644	Roman Telugu	Hate Speech	donga munda bjp party rapists brahamins anni vadilidengaru villaka manam vote vesindhi #oustmodi
C026649	Telugu	Hate Speech	నువ్వు అడుగుపెట్టిన కానించి ఆంధ్ర ప్రదేశ్ అప్పుల ప్రదేశ్ అయిపోయింది
C026652	Roman Telugu	Hate Speech	godfather marrow paan india block buster comming soon jai chiranjeeva
C026653	Telugu	Hate Speech	త్రివిక్రమ్ రచన ఎప్పుడు సూపర్
C026656	Telugu	Hate Speech	రోజ నువ్వూ ఆ ఇకలు పికడనికి తప్పా దేనికి పనికిరావు
C026657	Kanglish	Offensive	3.38 Detector DivakarnJai #ASN
C026658	Tamil	Hate Speech	வெறி நாய்கள் இந்த வீடியோ பார்த்து கதறுமாரு கேட்டு கொள்கிறேன்..உங்களுக்கான தரமான செருப்படி இந்த லிங்க் இல் உள்ளது,
C026663	Tanglish	Offensive	enna daw ethuku mattum oluga likes views varuthu mersal song teaser Ku ipde varala yyy 🤔
C026670	Telugu	Hate Speech	గిన్నెలు నేను ఎప్పుడు కడగలేదు అన్నప్పుడు viవీడియో ప్లే చేసినప్పుడు గీతూ మొహం చూడాలి kothi la pettindi moham
C026678	Roman Telugu	Hate Speech	baagaa kashtapadutunnav brother super
C026680	Tanglish	Offensive	Lighta adanga maaru bgm maathiri theriyuthu
C026697	Kannada	Offensive	Parthasarathi ನಂದಿನಿ ಹಾಲು... ಕೊಡೆ
C026703	Roman Telugu	Hate Speech	​Mana Ap lo kula partyle gelustai manaki aiggu ledu kabati bjp ni ranivam manaki kulam important.
C026704	Telugu	Hate Speech	శ్రీముఖి బర్రె గొంతు chala irritated ga undi
C026711	Tanglish	Hate Speech	Eppa Saami Epdiyachu velinatuku Poi settle aaganum indha Mutta koo irukara naadu pakame vara kudadhu de Saami.
C026713	Telugu	Hate Speech	హర్ష నీ మనసులగే నీ రూపం కూడా అందంగా ఉంది
C026715	Roman Telugu	Hate Speech	nootiko kotiko ekkado eppudo pudataaru adhi nuvve nuvve mastaru maa devudu neeve mastaru maa rakesh mastaru ani anna dhaa mea lakshmi amma garu amma amma antuu genthu lu vaesaaru amma chethi vanta amrutam annaru ippudu amma emaindi master jimayam ayinda anaadha sharana layam aasrayam ayyinda seva paeru tho dance lu veyandi saar emito ee maya teliya kunnadaya edukondalu swami
C026721	Telugu	Hate Speech	పూరి చూస్తే చాలా బాధ గా ఉంది ఒక్క మంచి డైరెక్టర్ ఇలాంటి మూవీస్ తియ్యడం ఏంటి i love you పూరి sir వేరే హీరో తో మూవీ తియ్యి Anna
C026728	Tanglish	Offensive	nxt vara pongal bairavaa Evan mothanalam Sanga thanda adtha entha thalaiya irunthalam sari avanga sagathanda
C026732	Tanglish	Offensive	Mr. Bharathan en kaila matin sikuna mavana avalavudhan nee
C026737	Roman Telugu	Hate Speech	om jai bolo ganesh maharaju kay jaiom namo brahma namo vishnu namo namah jai hind jai shree raam
C026739	Tanglish	Offensive	Enna da jayam ravi maari vara sonna nilalkal ravi mari vara sema
C026742	Kanglish	Offensive	Sir nivu bare swalpa sulu heleteraa
C026743	Roman Telugu	Hate Speech	manchi ancer icchaaru brow
C026744	Kanglish	Hate Speech	Gentlemen full movie linkn
C026747	Tanglish	Offensive	Bigil varuma nu therila yea
C026748	Telugu	Hate Speech	పాలమ్మిన.. పూలమినా.. ఇంకా నయం పూ *** అమ్మిన అన్లే
C026749	Roman Telugu	Hate Speech	prabhas kii super jodiarabian bread vastundi
C026760	Tanglish	Hate Speech	Climax ah thooka vechi keela pesuna elathukum vecham paru aapu..comali marketing pana ithelam oru polapu thuuu..ithuku vera Vela pakalam..IPA scene thookitela..pothikitu irungada
C026761	Tanglish	Offensive	Enga anna ku dislikes potavanga ellam kena pundainga
C026765	Roman Telugu	Hate Speech	enko sari horn kodite gudda lo pedutha na kodaka
C026768	Tanglish	Offensive	Dei director , oru kutty ponna poi matter la pesavachi apdi enna comedy da kekuthu 🤬🤬
C026772	Tamil	Hate Speech	5 புருசன் கூட வாழ்ந்தவ காதல் பத்தி பேசுறா
C026775	Kanglish	Hate Speech	1.8k dislike kottiro sulemaklu yaarappa... Nim padha ondh sala mutbeku...
C026785	Tanglish	Offensive	Thevdiya paiya director nu sonna unakku kovam varaathada. Apdithaanda engalukkum. Illatha onna enda publicity kagha senja. Unakku sunniye molachirukkaathu 96 la. Thevdiya paiya eppada avaru sonnaaru 96 la varennu. Entha padam odathuda. Enime Ondrakannu Ravi un padam eppothum odathuda. Thevdiya payaa
C026787	Tanglish	Hate Speech	A1 teaser mass kappan kevalama iruku
C026790	Roman Telugu	Hate Speech	kantlo durada pettindi kabatti saripoyindi
C026797	Tanglish	Offensive	Last la dance aadumbodhu paridhabangal gopi madhiri ye irukku
C026804	Tanglish	Hate Speech	Punda maadhri iruku trailer...angutu thalli ponga da kiruku pundaigala
C026806	Roman Telugu	Hate Speech	clear gaa explain chestaaru chaalaa manchigaa ardham avutundi
C026808	Kanglish	Hate Speech	Ayyo gubalgala only tiktok tiktok antha odkotavre only not tiktok 59 apps ban agirodu
C026811	Tanglish	Offensive	Beethoven music potrukeenga, En Elayaraja vala athey maari music poda mudiyalaya ithu oru Aanmai thanam ilatha maarila irukey
C026812	Tamil	Hate Speech	எல்லாரும் கிளைமேக்ஸ் பத்தியே பேசுறீங்க..சரி...ஆனால் இடையில ஏரியில் அபார்ட்மெண்ட் கட்டியதைப் பற்றி ஒரு வசனம் வந்ததே அதற்கு நமது பதில் என்ன?.ஒன்னுமில்லாத விஷயங்களை வைரல் ஆக்குவதே தமிழனின் சிறப்பு.....
C026816	Telugu	Hate Speech	అక్కడ సామాన్య ప్రజలు చెప్పేదే కరెక్ట్ ఒపీనియన్
C026825	Telugu	Hate Speech	ఇలాంటివి చేస్తేనే మీకు 2019 లో బొక్క పడింది.
C026832	Kanglish	Offensive	Kachada Nan nagini gane
C026834	Tanglish	Offensive	Good wrk team but i hate rajani sir
C026841	Tanglish	Hate Speech	kabali record ah break pannum bairava record. Eppa break pannumnu sollanuma....
C026843	Tanglish	Offensive	Paaa evaruku vaasya agala daa paviii
C026851	Tanglish	Offensive	Ennada iron man elam vararu enya ildila pantringa ha ha ,,,
C026855	Tanglish	Offensive	Poda mokka moonjI unna pathale siriputhan varuthu super herovaam adutha mugamoodiii
C026859	Tanglish	Offensive	dae.. unmaya sollungada, nejamave nalla iruka illa unga thalapthya nengale otreengala... sathyama nalla illada...
C026860	Roman Telugu	Hate Speech	Roja Neku dammu unta ys Jagan ki cheers pompu Yanduku anta ys vijayamma ni vishaka mp seat Gelupuichuko Lani dadamma nevu
C026861	Tamil	Offensive	இவன் ஏற்கனவே ஒரு சைக்கோ அதனால நடிக்க வேண்டியதில்ல 🥶
C026868	Tanglish	Offensive	Gv Prakash aniruth youvan ar.rahman ithunapear iruikumpodhu yella patathukkum adicha musica adippan Harris jeyaraj veast
C026870	Roman Telugu	Hate Speech	Antha navvem raaledhu in fact chiraaku vachindi
C026871	Roman Telugu	Hate Speech	Intaki Rahul evadabba sir indirect ga Congress Rahul Gandhi ki hint istunda kalsipodamani
C026877	Tanglish	Offensive	Pakka mass!!!!! But Editing la oru small mistake thalaivar Rajini spelling ah thappa potutingale paaa introduction la
C026878	Roman Telugu	Hate Speech	maa principle nee anta maataa ante internals loo fasak
C026881	Kanglish	Offensive	MONSTER_KANNADA nDagar fan modalu tilakonda matado gubal.....nYaramunde aadre ee tara heludre metteli hoditara pa......
C026882	Roman Telugu	Hate Speech	green dress sis super gaa chesaaru
C026885	Roman Telugu	Hate Speech	paritaala ravi anna paeru vintene edho teliyani pulakarinta mana sareeram lojayaho paritaala manishi puttuka 100 samvatsaramu lu avasaram leduanna lae okka roeju chalu
C026886	Tanglish	Offensive	Adapavingala... Super star nu oru mariyadhai illama ipdi panitengale.da
C026893	Roman Telugu	Hate Speech	super sarmilamma garuchala chakkaga vivarinchaaru
C026901	Roman Telugu	Hate Speech	getup srinu anna yamadharma raaju paatralo comedy adaragottaaru immu varsha praveen faima rakesh sujaata gaarla love track nijamani entha mandi anukuntunnaru
C026902	Tamil	Hate Speech	பாதி ஜெயலலிதா அம்மா தான் இங்க இருக்கு மீதி எங்கடா ???
C026907	Roman Telugu	Hate Speech	andaaniki address anushka
C026908	Tanglish	Offensive	Indha ulagamey engala ethirthaalum!!ellaa soozhnilailiyum!!ajith fans aana naanga thothutoamnu thothutoamnu!!enga munnaadi ninnu alarnaalum!!naangalaa othukkuravaraikum evanaalum engeyum eppovum engala jeika mudiyadhudaa!!!!!!!
C026910	Roman Telugu	Hate Speech	comments chese walla istampoyi nee separate site petkoo youtube lae veediyo pedthe andaru comments chestaaru baagaa salary istunattu undhi neeku tress headophies nunch
C026914	Roman Telugu	Hate Speech	No1 broker raa nuvvu
C026915	Roman Telugu	Hate Speech	okka goppa director chudadam kaanthe adrushtam em vuntundi my asisishulu tarak sir kii vubdali
C026919	Tamil	Offensive	இதே தான்க... ய பிரச்சினை.... பாக்குறது எல்லாமே 90's இல்லையேனு வருத்தப்பட்டு எவன்கிட்டாயது கேட்டா..... லூசு பயலே இத்தன நாளா comaல இருந்தியா... Culture மாரிடிச்சு, civilizationஆகிறிச்சு.... சொல்றாய்ங்க... ஒன்னுமே புரியல
C026921	Tanglish	Offensive	Dae ithu 96 uh yaara emaathreenga🤣🤣
C026924	Tanglish	Offensive	Dhanush action sema anaa itha padam kathyei sathi aatipadiyana movie vanmurai thutum
C026925	Tanglish	Offensive	pandey thevidiyaa paiyaan yedhuku ithula varaan
C026930	Tanglish	Hate Speech	motha jaathiveri pudicha koothiyanungalum inga thaanda irukeenga
C026938	Tanglish	Offensive	Vandi reverse edutha oru tone varumey andha mari itukuu ,andha mari nu ila adhey dha
C026939	Tanglish	Offensive	Yaara Emathiringa idhu 96 :D:D:D:D Ultimate da
C026952	Kanglish	Offensive	Sexyyyy.. tiktok sade galige sakath tong
C026954	Tanglish	Offensive	Rajini intha trailer la vara kadasi dialogue paatha, .... yenda unnuma ena nambureenga nu nenaipaaru 🤣... #varanu thaan sonnen yeppanu sollala kanna.... hahahhahaha
C026955	Kanglish	Offensive	Rango cartoon movie... nice movie
C026957	Roman Telugu	Hate Speech	nee abhimani ani cheppukovadaaniki maaku garvamgaa undhi annaiah ii love you annaiah
C026961	Tanglish	Offensive	Oru doubt-u... Athuyan mersal padathuku.....oru Mari then....thala padtthuku orumari....? Na unga mala oru nalla mariyatha irruinthu..... But.....
C026966	Roman Telugu	Hate Speech	Blood breed veru. Mental certification kuda
C026968	Tamil	Offensive	ரஜிய வச்சு செஞ்சுட்டீங்க ... அருமை வயிரு குலுங்க குலுங்க சிரித்தேன்..
C026972	Tanglish	Offensive	Daiii nenga oam pasava kudhadhu da
C026975	Telugu	Hate Speech	నిజాయితీ గా చెప్పావ్ అన్న జరిగింది జరిగినట్టుగా
C026976	Tanglish	Hate Speech	Kiruku ndaingala sathiyama sollunga kanganavuku set aaguthunu atha vidu avaluku thalaivi avangala pathi theriyuma da loosu kaithingala
C026977	Kanglish	Offensive	Neen build up films nodkindu irappa..illi yake bande..?
C026980	Telugu	Hate Speech	నేనూ రెండు ట్రై చేసాను సమ్మగా ఉంది
C027000	Tanglish	Offensive	Trailer pakka vanthavanga vida comment pakka vanthavanga Like pannunga
C027004	Tanglish	Offensive	Marana mass thalaiva atuchi thulpannu thalaiva
C027009	Telugu	Hate Speech	నువ్వు ఏదో ఒక రోజు 10లక్షల క్లబ్ లో ఖచ్చితంగా చేరుతావు అన్నాచేరుతావ్…
C027010	Telugu	Hate Speech	కామెడీ తక్కువ బూతులు ఎక్కువ
C027011	Tamil	Offensive	semmaya irukku THALA Ellarum merandu poi irukanga.... entha mersal m namma kitta 1m panna mudiyadhu தல
C027013	Tanglish	Offensive	Kaatu mokka ya iruku.. utter flop confirm
C027014	Tanglish	Hate Speech	Sema moklaiya iruku sry but suriyavuku ipa oru hit venum intha movie hit akanumnu nenaiketen but teaser nallarunthuchu trailer antha alavuku ilaye yen
C027015	Tanglish	Offensive	trailer wanthu oru warusama poairuchu eppa yanpadatha releas panuvinga?
C027019	Roman Telugu	Hate Speech	nagavalli gaari mata tiirupravartanasariggaa lekapovadam vallane hero vishwak alaa react avvalsi vachindi
C027022	Roman Telugu	Hate Speech	balaiah babu abhimanini ee cinema pedda itu kottaalani manaspuurtigaa korukuntunnanu jai balaiah jai chiranjeeva
C027023	Tanglish	Offensive	Nee Free aa Ticket kodutha kuda na Viswasam dha Povan., Thiruku Thakida
