comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C019907,X,Twitter/X,"ఒక్క మాట, వీళ్ళకి ఎప్పుడూ ఏదో ఒక కంప్లైంట్ ఉంటుంది అంతే నమ్ము నన్ను. 😡",Telugu,Telugu,"one thing, they always have some complaint or the other, that's it trust me.",translated,Hate Speech,Hate,2,High,0.58,Negative
C019908,Other,ShareChat,"Urike cheptunna, Vallu maatladedi vinadam kuda time waste Arthamaindha?",Roman Telugu,Roman,"just saying, even listening to what they say is a waste of time got it?",translated,Hate Speech,Hate,2,High,0.83,Negative
C019909,YouTube,YouTube,"See here, with that stupid logic you always post nonsense like this ok? 😤",English,Roman,"see here, with that stupid logic you always post nonsense like this ok?",not_required_english,Offensive,Offensive,1,Medium,0.64,Negative
C019910,YouTube,YouTube,"ఏయ్, ఈ కమ్యూనిటీ చాలా సపోర్టివ్‌గా ఉంది సీరియస్‌గా. 😢",Telugu,Telugu,"hey, this community is very supportive seriously.",translated,Safe,Neutral,0,Low,0.12,Neutral
C019911,Other,Telegram,"Look, I know where you live, be careful seriously. 🙄",English,Roman,"look, I know where you live, be careful seriously.",not_required_english,Threat,Threat,4,High,0.92,Negative
C019912,Other,Telegram,"చూడు, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి సీరియస్‌గా. smh",Telugu,Telugu,"look, schools should conduct classes on cyber safety seriously.",translated,Safe,Neutral,0,Low,0.14,Positive
C019913,YouTube,YouTube,"ఏయ్, ఇలాంటి వాళ్ళని సీరియస్‌గా తీసుకోవాల్సిన అవసరమే లేదు ఓకే నా? 🔥",Telugu,Telugu,"hey, there's no need to take people like this seriously at all ok?",translated,Hate Speech,Hate,2,High,0.77,Negative
C019914,YouTube,YouTube,"ఇలా చూడు, ఇలాంటి హెల్ప్‌లైన్ నంబర్లు అందరికీ తెలియజేయాలి నిజంగా. 😔",Telugu,Telugu,"see here, helpline numbers like this should be made known to everyone really.",translated,Safe,Neutral,0,Low,0.09,Neutral
C019915,YouTube,YouTube,"Okka maata, Neetho ontariga time spend cheyalani undi Arthamaindha? 🙄",Roman Telugu,Roman,"one thing, I want to spend time alone with you got it?",translated,Sexual Harassment,Misogyny,3,High,0.9,Negative
C019916,YouTube,YouTube,"Nijam cheppalante, Ilanti adavalla valle magavallu badhapadedi Nammu nannu. 🔥",Roman Telugu,Roman,"honestly, it's because of women like these that men suffer trust me.",translated,Hate Speech,Hate,2,High,0.75,Negative
C019917,YouTube,YouTube,"Urike cheptunna, Nee number block chesina ninnu vethike margam naaku telusu 😔",Roman Telugu,Roman,"just saying, even if you block my number, I know how to find you",translated,Threat,Threat,4,High,0.94,Negative
C019918,Other,Telegram,"Chudu, Nee number, address anni naa daggara unnayi, jagrathaga undu Idi final. ...",Roman Telugu,Roman,"look, I have your number, address, everything, be careful this is final.",translated,Threat,Threat,4,High,0.9,Negative
C019919,Other,Koo,"Nijam cheppalante, Adavallu eppudu over-ga react avutharu Arthamaindha? smh",Roman Telugu,Roman,"honestly, women always overreact got it?",translated,Hate Speech,Hate,2,High,0.58,Negative
C019920,YouTube,YouTube,"One thing, it's a good sign that police are responding quickly in such cases really. 🔥",English,Roman,"one thing, it's a good sign that police are responding quickly in such cases really.",not_required_english,Safe,Neutral,0,Low,0.14,Neutral
C019921,YouTube,YouTube,"విను, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది #WomenSafety",Telugu,Telugu,"listen, this video is really useful",translated,Safe,Neutral,0,Low,0.09,Positive
C019922,YouTube,YouTube,"See here, if you don't listen to me, I'll make your life difficult this is final. ??",English,Roman,"see here, if you don't listen to me, I'll make your life difficult this is final.",not_required_english,Threat,Threat,4,High,0.88,Negative
C019923,YouTube,YouTube,"Bro, girls like you should reply to my messages right really.",English,Roman,"bro, girls like you should reply to my messages right really.",not_required_english,Sexual Harassment,Misogyny,3,High,0.74,Neutral
C019924,YouTube,YouTube,"One thing, women don't really want equality, they just want special treatment seriously.",English,Roman,"one thing, women don't really want equality, they just want special treatment seriously.",not_required_english,Hate Speech,Hate,2,High,0.74,Negative
C019925,Other,Instagram,"By the way, I already know your number, is it wrong to say hi seriously. ...",English,Roman,"by the way, I already know your number, is it wrong to say hi seriously.",not_required_english,Sexual Harassment,Misogyny,3,High,0.74,Negative
C019926,Other,Telegram,"Hey, Ilanti positive content inka ravali Idi final. 😡",Roman Telugu,Roman,"hey, we need more positive content like this this is final.",translated,Safe,Neutral,0,Low,0.11,Neutral
C019927,YouTube,YouTube,"ఒక్క మాట, వీళ్ళందరూ ఒక్కటే, అటెన్షన్ కోసమే ఇదంతా చేస్తారు ఓకే నా? !!!",Telugu,Telugu,"one thing, they're all the same, doing all this just for attention ok?",translated,Hate Speech,Hate,2,High,0.8,Negative
C019928,YouTube,YouTube,"By the way, I'll deal with you when I find you alone got it? ...",English,Roman,"by the way, I'll deal with you when I find you alone got it?",not_required_english,Threat,Threat,4,High,0.88,Negative
C019929,YouTube,YouTube,"Chudu, Ilanti postulu petteముందు common sense vaadu Ok na? #WomenSafety",Roman Telugu,Roman,"look, use some common sense before posting things like this ok?",translated,Offensive,Offensive,1,Medium,0.59,Negative
C019930,YouTube,YouTube,"Hey, we need more positive content like this this is true. !!!",English,Roman,"hey, we need more positive content like this this is true.",not_required_english,Safe,Neutral,0,Low,0.15,Neutral
C019931,Other,Instagram,"Listen, information like this on cyber safety is needed by many people this is final.",English,Roman,"listen, information like this on cyber safety is needed by many people this is final.",not_required_english,Safe,Neutral,0,Low,0.1,Positive
C019932,YouTube,YouTube,"Chudu, Ilanti adavalle asalu samasyalaki karanam 😔",Roman Telugu,Roman,"look, women like these are the real cause of problems",translated,Hate Speech,Hate,2,High,0.76,Negative
C019933,Other,ShareChat,"Mava, Nuvvu maatladedi eppudu artham lekunda untundi Idi nijam. 🙄",Roman Telugu,Roman,"bro, what you say never makes any sense this is true.",translated,Offensive,Offensive,1,Medium,0.48,Neutral
C019934,Other,Instagram,"విను, ఈ పోస్ట్ చాలామందికి సహాయపడుతుంది నమ్ము నన్ను. #WomenSafety",Telugu,Telugu,"listen, this post will help a lot of people trust me.",translated,Safe,Neutral,0,Low,0.04,Neutral
C019935,YouTube,YouTube,"Hey, people like you have ruined social media remember this. #WomenSafety",English,Roman,"hey, people like you have ruined social media remember this.",not_required_english,Offensive,Offensive,1,Medium,0.45,Negative
C019936,Other,ShareChat,"మావా, నిన్ను చూసి కంట్రోల్ చేసుకోవడం కష్టంగా ఉంది నమ్ము నన్ను. 😢",Telugu,Telugu,"bro, it's hard to control myself seeing you trust me.",translated,Sexual Harassment,Misogyny,3,High,0.88,Negative
C019937,Other,ShareChat,"Vinu, Ilanti adavalla valle magavallu badhapadedi Anthe. 😔",Roman Telugu,Roman,"listen, it's because of women like these that men suffer that's it.",translated,Hate Speech,Hate,2,High,0.77,Negative
C019938,YouTube,YouTube,"మావా, ఏం బుద్ధి లేకుండా మాట్లాడతావ్ నువ్వు ఇది ఫైనల్.",Telugu,Telugu,"bro, you talk with absolutely no sense this is final.",translated,Offensive,Offensive,1,Medium,0.55,Negative
C019939,YouTube,YouTube,"By the way, Prathi mahila surakshithamga undali Arthamaindha?",Roman Telugu,Roman,"by the way, every woman deserves to feel safe got it?",translated,Safe,Neutral,0,Low,0.03,Neutral
C019940,YouTube,YouTube,"Chudu, Ilanti apps mahilaku chala upayogapadatayi Gurthu pettuko.",Roman Telugu,Roman,"look, apps like these are very useful for women remember this.",translated,Safe,Neutral,0,Low,0.06,Positive
C019941,YouTube,YouTube,"Look, if you don't listen to me, I'll make your life difficult this is final. !!!",English,Roman,"look, if you don't listen to me, I'll make your life difficult this is final.",not_required_english,Threat,Threat,4,High,0.93,Negative
C019942,YouTube,YouTube,"Ila chudu, Adavallaki nijanga samanatvam akkarledu, prathyeka sadupayale kavali Ok na? 😤",Roman Telugu,Roman,"see here, women don't really want equality, they just want special treatment ok?",translated,Hate Speech,Hate,2,High,0.61,Negative
C019943,YouTube,YouTube,"బై ద వే, ఇలాంటి అవగాహన కార్యక్రమాలు కాలేజీల్లో కూడా జరగాలి ఇది ఫైనల్.",Telugu,Telugu,"by the way, awareness programs like this should happen in colleges too this is final.",translated,Safe,Neutral,0,Low,0.13,Neutral
C019944,YouTube,YouTube,"Hey, Prathi ammayiki ilanti safety tips teliyali Idi final.",Roman Telugu,Roman,"hey, every girl should know safety tips like these this is final.",translated,Safe,Neutral,0,Low,0.08,Positive
C019945,YouTube,YouTube,"By the way, they're all part of the same group, can't be trusted this is final. ...",English,Roman,"by the way, they're all part of the same group, can't be trusted this is final.",not_required_english,Hate Speech,Hate,2,High,0.74,Negative
C019946,Other,Instagram,"See here, this discussion on workplace safety is good this is true. smh",English,Roman,"see here, this discussion on workplace safety is good this is true.",not_required_english,Safe,Neutral,0,Low,0.03,Positive
C019947,YouTube,YouTube,"నిన్ను చూసినప్పుడల్లా ఇలాంటివి అనిపిస్తున్నాయి, డిఎం చెయ్యి ఇది నిజం.",Telugu,Telugu,"every time I see you I feel like this, DM me this is true.",translated,Sexual Harassment,Misogyny,3,High,0.71,Negative
C019948,YouTube,YouTube,"Just saying, I already know your number, is it wrong to say hi ok? 😡",English,Roman,"just saying, I already know your number, is it wrong to say hi ok?",not_required_english,Sexual Harassment,Misogyny,3,High,0.84,Negative
C019949,Other,Koo,"By the way, they always have some complaint or the other, that's it this is true. 😤",English,Roman,"by the way, they always have some complaint or the other, that's it this is true.",not_required_english,Hate Speech,Hate,2,High,0.79,Negative
C019950,Other,Instagram,"See here, it's a good sign that police are responding quickly in such cases trust me. !!!",English,Roman,"see here, it's a good sign that police are responding quickly in such cases trust me.",not_required_english,Safe,Neutral,0,Low,0.14,Positive
C019951,X,Twitter/X,"Nijam cheppalante, Ilanti content pettevallu andaru oke rakam Seriously-ga. 😡",Roman Telugu,Roman,"honestly, everyone who posts content like this is the same kind seriously.",translated,Hate Speech,Hate,2,High,0.58,Neutral
C019952,YouTube,YouTube,"Chudu, Adavallu eppudu over-ga react avutharu Anthe. 🔥",Roman Telugu,Roman,"look, women always overreact that's it.",translated,Hate Speech,Hate,2,High,0.68,Negative
C019953,X,Twitter/X,"ఊరికే చెప్తున్నా, ఈ అకౌంట్ డిలీట్ చేయకపోతే పర్యవసానాలు తీవ్రంగా ఉంటాయి నమ్ము నన్ను. #WomenSafety",Telugu,Telugu,"just saying, if you don't delete this account, consequences will be severe trust me.",translated,Threat,Threat,4,High,0.97,Negative
C019954,X,Twitter/X,"ఇలా చూడు, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది ఓకే నా? #WomenSafety",Telugu,Telugu,"see here, downloading women's safety apps is a good idea ok?",translated,Safe,Neutral,0,Low,0.05,Positive
C019955,YouTube,YouTube,"By the way, Nee level chuste jaaliga undi Idi final.",Roman Telugu,Roman,"by the way, seeing your level is honestly pitiful this is final.",translated,Offensive,Offensive,1,Medium,0.55,Negative
C019956,YouTube,YouTube,"Bro, every woman deserves to feel safe remember this. 😤",English,Roman,"bro, every woman deserves to feel safe remember this.",not_required_english,Safe,Neutral,0,Low,0.09,Neutral
C019957,Other,Telegram,"ఒక్క మాట, ఈ కమ్యూనిటీ చాలా సపోర్టివ్‌గా ఉంది సీరియస్‌గా. #WomenSafety",Telugu,Telugu,"one thing, this community is very supportive seriously.",translated,Safe,Neutral,0,Low,0.03,Neutral
C019958,YouTube,YouTube,"Nijam cheppalante, Ee chorava valla chalamandiki dhairyam vastundi Seriously-ga.",Roman Telugu,Roman,"honestly, this initiative gives a lot of people courage seriously.",translated,Safe,Neutral,0,Low,0.11,Positive
C019959,Other,Facebook,"Okka maata, Ilanti awareness karyakramalu college-lalo kuda jaragali Nijanga. 😤",Roman Telugu,Roman,"one thing, awareness programs like this should happen in colleges too really.",translated,Safe,Neutral,0,Low,0.1,Neutral
C019960,X,Twitter/X,"Ila chudu, Vallaki eppudu edo oka complaint untundi anthe Ok na? ??",Roman Telugu,Roman,"see here, they always have some complaint or the other, that's it ok?",translated,Hate Speech,Hate,2,High,0.76,Negative
C019961,YouTube,YouTube,"Listen, it's hard to control myself seeing you this is final. 😡",English,Roman,"listen, it's hard to control myself seeing you this is final.",not_required_english,Sexual Harassment,Misogyny,3,High,0.8,Negative
C019962,X,Twitter/X,"ఏయ్, ఇలా కంటిన్యూ చేస్తే నీ లొకేషన్ ఎవరికైనా ఇస్తా అర్థమైందా?",Telugu,Telugu,"hey, if you continue like this I'll give your location to someone got it?",translated,Threat,Threat,4,High,0.85,Negative
C019963,Other,Telegram,"Vinu, Ninnu chusinapudalla ilantivi anipistunnayi, DM cheyyi Gurthu pettuko. !!!",Roman Telugu,Roman,"listen, every time I see you I feel like this, DM me remember this.",translated,Sexual Harassment,Misogyny,3,High,0.73,Negative
C019964,YouTube,YouTube,"బై ద వే, నీ నంబర్ ఎవరో ఇచ్చారు, ఫ్రెండ్‌షిప్ చేద్దామా అంతే. 😢",Telugu,Telugu,"by the way, someone gave me your number, shall we be friends that's it.",translated,Sexual Harassment,Misogyny,3,High,0.72,Negative
C019965,YouTube,YouTube,"Hey, Ilanti positive content inka ravali Gurthu pettuko. ...",Roman Telugu,Roman,"hey, we need more positive content like this remember this.",translated,Safe,Neutral,0,Low,0.09,Positive
C019966,YouTube,YouTube,"Just saying, women shouldn't even be on social media ok? smh",English,Roman,"just saying, women shouldn't even be on social media ok?",not_required_english,Hate Speech,Hate,2,High,0.66,Negative
C019967,YouTube,YouTube,"ఒక్క మాట, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి నిజంగా. #WomenSafety",Telugu,Telugu,"one thing, schools should conduct classes on cyber safety really.",translated,Safe,Neutral,0,Low,0.14,Neutral
C019968,Other,Koo,"Hey, this generation of women don't even deserve respect got it? !!!",English,Roman,"hey, this generation of women don't even deserve respect got it?",not_required_english,Hate Speech,Hate,2,High,0.56,Negative
C019969,YouTube,YouTube,"Bro, if you continue like this I'll give your location to someone that's it. 😡",English,Roman,"bro, if you continue like this I'll give your location to someone that's it.",not_required_english,Threat,Threat,4,High,0.98,Negative
C019970,Other,Instagram,"బై ద వే, ఇంత మంచి లుక్ ఉన్న అమ్మాయిని ఇగ్నోర్ చేయలేను సీరియస్‌గా.",Telugu,Telugu,"by the way, I can't ignore a girl who looks this good seriously.",translated,Sexual Harassment,Misogyny,3,High,0.63,Negative
C019971,YouTube,YouTube,"Okka maata, Ilanti apps mahilaku chala upayogapadatayi Seriously-ga. 😤",Roman Telugu,Roman,"one thing, apps like these are very useful for women seriously.",translated,Safe,Neutral,0,Low,0.04,Neutral
C019972,YouTube,YouTube,"Ila chudu, Ilanti adavalle asalu samasyalaki karanam Seriously-ga.",Roman Telugu,Roman,"see here, women like these are the real cause of problems seriously.",translated,Hate Speech,Hate,2,High,0.72,Negative
C019973,X,Twitter/X,"ఊరికే చెప్తున్నా, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు నిజంగా. 🔥",Telugu,Telugu,"just saying, people like you shouldn't be given any attention at all really.",translated,Offensive,Offensive,1,Medium,0.47,Negative
C019974,Other,Instagram,"By the way, someone gave me your number, shall we be friends that's it. #WomenSafety",English,Roman,"by the way, someone gave me your number, shall we be friends that's it.",not_required_english,Sexual Harassment,Misogyny,3,High,0.62,Negative
C019975,YouTube,YouTube,"Bro, send me some of your photos privately trust me. ??",English,Roman,"bro, send me some of your photos privately trust me.",not_required_english,Sexual Harassment,Misogyny,3,High,0.71,Negative
C019976,YouTube,YouTube,"ఇలా చూడు, ఆడవాళ్ళకి నిజంగా సమానత్వం అక్కర్లేదు, ప్రత్యేక సదుపాయాలే కావాలి నమ్ము నన్ను. 😤",Telugu,Telugu,"see here, women don't really want equality, they just want special treatment trust me.",translated,Hate Speech,Hate,2,High,0.62,Negative
C019977,YouTube,YouTube,"బై ద వే, ఈ పోస్ట్ డిలీట్ చేయకపోతే నీ ఫ్యామిలీకి కూడా తెలుస్తుంది సీరియస్‌గా. smh",Telugu,Telugu,"by the way, if you don't delete this post, your family will also find out seriously.",translated,Threat,Threat,4,High,0.95,Negative
C019978,YouTube,YouTube,This community is very supportive ok? 😡,English,Roman,this community is very supportive ok?,not_required_english,Safe,Neutral,0,Low,0.1,Neutral
C019979,X,Twitter/X,"Listen, add me on WhatsApp, let's talk privately this is final. ...",English,Roman,"listen, add me on WhatsApp, let's talk privately this is final.",not_required_english,Sexual Harassment,Misogyny,3,High,0.88,Negative
C019980,YouTube,YouTube,"Urike cheptunna, Adavallu eppudu over-ga react avutharu",Roman Telugu,Roman,"just saying, women always overreact",translated,Hate Speech,Hate,2,High,0.78,Negative
C019981,YouTube,YouTube,People like you have ruined social media trust me. ...,English,Roman,people like you have ruined social media trust me.,not_required_english,Offensive,Offensive,1,Medium,0.54,Neutral
C019982,X,Twitter/X,"Urike cheptunna, Ninnu ontariga dorikinapudu chusukunta Seriously-ga. 🔥",Roman Telugu,Roman,"just saying, I'll deal with you when I find you alone seriously.",translated,Threat,Threat,4,High,0.89,Negative
C019983,Other,Koo,"Urike cheptunna, Evadu adigadu nee opinion Idi nijam. smh",Roman Telugu,Roman,"just saying, who asked for your opinion this is true.",translated,Offensive,Offensive,1,Medium,0.37,Negative
C019984,YouTube,YouTube,"Urike cheptunna, Ilanti vallani seriously-ga theesukovalsina avasarame ledu Nammu nannu. ??",Roman Telugu,Roman,"just saying, there's no need to take people like this seriously at all trust me.",translated,Hate Speech,Hate,2,High,0.72,Negative
C019985,YouTube,YouTube,"By the way, use some common sense before posting things like this trust me. 😡",English,Roman,"by the way, use some common sense before posting things like this trust me.",not_required_english,Offensive,Offensive,1,Medium,0.47,Neutral
C019986,YouTube,YouTube,"Bro, feminists are ruining society seriously. !!!",English,Roman,"bro, feminists are ruining society seriously.",not_required_english,Hate Speech,Hate,2,High,0.6,Negative
C019987,YouTube,YouTube,"Mava, Inko selfie pettu kaastha closeup-ga Nammu nannu. 😤",Roman Telugu,Roman,"bro, post another selfie, closer trust me.",translated,Sexual Harassment,Misogyny,3,High,0.61,Negative
C019988,YouTube,YouTube,"నిజం చెప్పాలంటే, ఇలాంటి పోస్టులు పెట్టేముందు కామన్‌సెన్స్ వాడు #WomenSafety",Telugu,Telugu,"honestly, use some common sense before posting things like this",translated,Offensive,Offensive,1,Medium,0.47,Neutral
C019989,YouTube,YouTube,"One thing, girls like you should reply to my messages right that's it. 🔥",English,Roman,"one thing, girls like you should reply to my messages right that's it.",not_required_english,Sexual Harassment,Misogyny,3,High,0.65,Negative
C019990,Other,Telegram,"బై ద వే, ఈ జనరేషన్ ఆడవాళ్ళు రెస్పెక్ట్ ఇవ్వడానికి అసలు అర్హులు కాదు నమ్ము నన్ను. 😢",Telugu,Telugu,"by the way, this generation of women don't even deserve respect trust me.",translated,Hate Speech,Hate,2,High,0.83,Negative
C019991,X,Twitter/X,"One thing, every girl should know safety tips like these that's it. #WomenSafety",English,Roman,"one thing, every girl should know safety tips like these that's it.",not_required_english,Safe,Neutral,0,Low,0.07,Positive
C019992,Other,Koo,"ఒక్క మాట, నీ లాంటి అమ్మాయిలు నా మెసేజ్‌లకి రిప్లై ఇవ్వాలి కదా గుర్తు పెట్టుకో. ...",Telugu,Telugu,"one thing, girls like you should reply to my messages right remember this.",translated,Sexual Harassment,Misogyny,3,High,0.75,Neutral
C019993,YouTube,YouTube,Dini kante better content ekkadaina dorukutundi Seriously-ga. 😢,Roman Telugu,Roman,you can find better content anywhere than this seriously.,translated,Offensive,Offensive,1,Medium,0.4,Negative
C019994,YouTube,YouTube,"See here, this generation of women don't even deserve respect ok? #WomenSafety",English,Roman,"see here, this generation of women don't even deserve respect ok?",not_required_english,Hate Speech,Hate,2,High,0.84,Negative
C019995,YouTube,YouTube,"మావా, ఆడవాళ్ళకి బుద్ధి ఉండదు అందుకే ఇలా పోస్ట్ చేస్తారు సీరియస్‌గా. 😔",Telugu,Telugu,"bro, women have no sense, that's why they post like this seriously.",translated,Hate Speech,Hate,2,High,0.78,Neutral
C019996,YouTube,YouTube,"ఇలా చూడు, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి ఓకే నా?",Telugu,Telugu,"see here, schools should conduct classes on cyber safety ok?",translated,Safe,Neutral,0,Low,0.1,Neutral
C019997,YouTube,YouTube,"By the way, Ninnu chusinapudalla ilantivi anipistunnayi, DM cheyyi Seriously-ga.",Roman Telugu,Roman,"by the way, every time I see you I feel like this, DM me seriously.",translated,Sexual Harassment,Misogyny,3,High,0.77,Neutral
C019998,YouTube,YouTube,"Hey, this discussion on workplace safety is good remember this. ??",English,Roman,"hey, this discussion on workplace safety is good remember this.",not_required_english,Safe,Neutral,0,Low,0.12,Positive
C019999,Other,Instagram,నీ లైవ్ చూస్తున్నప్పుడు వేరే ఆలోచనలే వస్తున్నాయి గుర్తు పెట్టుకో. 😡,Telugu,Telugu,"while watching your live, different thoughts keep coming remember this.",translated,Sexual Harassment,Misogyny,3,High,0.65,Negative
C020000,YouTube,YouTube,"Vinu, Idi chivarisari cheptunna, tarvatha jarigedaniki nenu badhyudini kaadu Idi nijam. 🙄",Roman Telugu,Roman,"listen, I'm saying this for the last time, I'm not responsible for what happens next this is true.",translated,Threat,Threat,4,High,0.95,Negative
C020001,YouTube,YouTube,"See here, I know where you live, be careful this is final. !!!",English,Roman,"see here, I know where you live, be careful this is final.",not_required_english,Threat,Threat,4,High,0.87,Negative
C020002,YouTube,YouTube,"Just saying, you should never trust what women say ok?",English,Roman,"just saying, you should never trust what women say ok?",not_required_english,Hate Speech,Hate,2,High,0.6,Negative
C020003,Other,Instagram,"Bro, apps like these are very useful for women ok? 🔥",English,Roman,"bro, apps like these are very useful for women ok?",not_required_english,Safe,Neutral,0,Low,0.1,Neutral
C020004,X,Twitter/X,This discussion on workplace safety is good remember this. ??,English,Roman,this discussion on workplace safety is good remember this.,not_required_english,Safe,Neutral,0,Low,0.14,Neutral
C020005,YouTube,YouTube,"Bro, this community is very supportive ok? 😔",English,Roman,"bro, this community is very supportive ok?",not_required_english,Safe,Neutral,0,Low,0.1,Positive
C020006,X,Twitter/X,"Mava, Ee post chalamandiki sahayapadutundi Arthamaindha? 😤",Roman Telugu,Roman,"bro, this post will help a lot of people got it?",translated,Safe,Neutral,0,Low,0.04,Neutral
C020007,X,Twitter/X,"See here, they always have some complaint or the other, that's it this is final. 😢",English,Roman,"see here, they always have some complaint or the other, that's it this is final.",not_required_english,Hate Speech,Hate,2,High,0.6,Negative
C020008,Other,Facebook,"One thing, I'll soon show you where this courage of yours came from",English,Roman,"one thing, I'll soon show you where this courage of yours came from",not_required_english,Threat,Threat,4,High,0.86,Negative
C020009,YouTube,YouTube,"Listen, they only know how to play the victim card all the time really. 😔",English,Roman,"listen, they only know how to play the victim card all the time really.",not_required_english,Hate Speech,Hate,2,High,0.72,Negative
C020010,X,Twitter/X,"చూడు, ఇది తీసేయకపోతే నీకు తెలియకుండా ఏదైనా జరుగుతుంది అంతే. 😡",Telugu,Telugu,"look, if you don't take this down, something will happen without you knowing that's it.",translated,Threat,Threat,4,High,0.84,Negative
C020011,YouTube,YouTube,"విను, ఆడవాళ్ళు ఎప్పుడూ ఓవర్‌గా రియాక్ట్ అవుతారు నిజంగా. 😢",Telugu,Telugu,"listen, women always overreact really.",translated,Hate Speech,Hate,2,High,0.79,Negative
C020012,YouTube,YouTube,"Vinu, Mahila bhadratha appslanu download chesukovadam manchidi Anthe. #WomenSafety",Roman Telugu,Roman,"listen, downloading women's safety apps is a good idea that's it.",translated,Safe,Neutral,0,Low,0.07,Neutral
C020013,YouTube,YouTube,"విను, వెధవ లాజిక్‌తో ఎప్పుడూ ఇలాంటి పోస్టులే పెడతావ్ సీరియస్‌గా.",Telugu,Telugu,"listen, with that stupid logic you always post nonsense like this seriously.",translated,Offensive,Offensive,1,Medium,0.49,Negative
C020014,YouTube,YouTube,"See here, without you this page wouldn't be this interesting this is true. ??",English,Roman,"see here, without you this page wouldn't be this interesting this is true.",not_required_english,Sexual Harassment,Misogyny,3,High,0.82,Neutral
C020015,YouTube,YouTube,"Look, this community is very supportive trust me. 😤",English,Roman,"look, this community is very supportive trust me.",not_required_english,Safe,Neutral,0,Low,0.15,Neutral
C020016,Other,ShareChat,"Hey, every girl should know safety tips like these got it? #WomenSafety",English,Roman,"hey, every girl should know safety tips like these got it?",not_required_english,Safe,Neutral,0,Low,0.09,Neutral
C020017,YouTube,YouTube,"Listen, never seen such a trash video this is final. 😢",English,Roman,"listen, never seen such a trash video this is final.",not_required_english,Offensive,Offensive,1,Medium,0.59,Neutral
C020018,YouTube,YouTube,"Chudu, Inta chettha video eppudu chudaledu Seriously-ga. 🙄",Roman Telugu,Roman,"look, never seen such a trash video seriously.",translated,Offensive,Offensive,1,Medium,0.54,Negative
C020019,YouTube,YouTube,"Ila chudu, Nuvvu chala andamga unnavu, naa number istha maatladadam private-ga Anthe. 😡",Roman Telugu,Roman,"see here, you look so beautiful, let me give you my number, let's talk privately that's it.",translated,Sexual Harassment,Misogyny,3,High,0.74,Negative
C020020,YouTube,YouTube,"చూడు, ఈ చొరవ చాలా బాగుంది, ఇంకా ఇలాంటివి రావాలి ఓకే నా? #WomenSafety",Telugu,Telugu,"look, this initiative is great, we need more like this ok?",translated,Safe,Neutral,0,Low,0.04,Neutral
C020021,Other,Facebook,"నిజం చెప్పాలంటే, దీనికేమైనా అర్థం ఉందా, వేస్ట్ ఆఫ్ టైమ్ నిజంగా. !!!",Telugu,Telugu,"honestly, does this even make sense, total waste of time really.",translated,Offensive,Offensive,1,Medium,0.48,Negative
C020022,YouTube,YouTube,"మావా, ఇలాంటి చెత్త ఆలోచనలు ఎక్కడ నేర్చుకున్నావ్",Telugu,Telugu,"bro, where did you learn such trashy thinking",translated,Offensive,Offensive,1,Medium,0.36,Negative
C020023,YouTube,YouTube,Vellandaru chesedi kevalam drama-ne Idi final. 🔥,Roman Telugu,Roman,all they do is drama this is final.,translated,Hate Speech,Hate,2,High,0.7,Negative
C020024,Other,Koo,"Just saying, add me on WhatsApp, let's talk privately got it? 😢",English,Roman,"just saying, add me on WhatsApp, let's talk privately got it?",not_required_english,Sexual Harassment,Misogyny,3,High,0.74,Negative
C020025,YouTube,YouTube,"ఏయ్, ఇంకో సెల్ఫీ పెట్టు కాస్త క్లోజప్‌గా నిజంగా. 😤",Telugu,Telugu,"hey, post another selfie, closer really.",translated,Sexual Harassment,Misogyny,3,High,0.77,Negative
C020026,X,Twitter/X,"Mava, Help kavalante evarini sampradhinchalo spashtamga cheppāru Idi nijam. 😔",Roman Telugu,Roman,"bro, you clearly explained who to contact for help this is true.",translated,Safe,Neutral,0,Low,0.09,Neutral
C020027,YouTube,YouTube,"ఒక్క మాట, నీ లైవ్ చూస్తున్నప్పుడు వేరే ఆలోచనలే వస్తున్నాయి నిజంగా. !!!",Telugu,Telugu,"one thing, while watching your live, different thoughts keep coming really.",translated,Sexual Harassment,Misogyny,3,High,0.88,Neutral
C020028,YouTube,YouTube,"నిజం చెప్పాలంటే, ఇలాంటి వాళ్ళని చూస్తే జాలి కూడా వేయదు",Telugu,Telugu,"honestly, seeing people like this doesn't even evoke pity",translated,Offensive,Offensive,1,Medium,0.38,Negative
C020029,Other,Koo,"By the way, waste fellow, why do you post nonsense like this got it?",English,Roman,"by the way, waste fellow, why do you post nonsense like this got it?",not_required_english,Offensive,Offensive,1,Medium,0.5,Negative
C020030,YouTube,YouTube,"Look, if you don't take this down, something will happen without you knowing",English,Roman,"look, if you don't take this down, something will happen without you knowing",not_required_english,Threat,Threat,4,High,0.9,Negative
